院校代码,院校名称,专业代码,专业名称,学制,省,城市,本专科,计划数,选考科目要求,收费标准,备注
3523,华侨大学,038,社会学,4,福建,泉州,本科,2,不提科目要求,5460,厦门校区。
3523,华侨大学,039,汉语国际教育,4,福建,泉州,本科,3,"思想政治,历史,地理(3门科目考生选考其中一门即可报考)",5460,厦门校区。
3524,集美大学,004,英语,4,福建,厦门,本科,2,不提科目要求,5460,
3524,集美大学,005,日语,4,福建,厦门,本科,2,不提科目要求,5460,
3524,集美大学,006,投资学,4,福建,厦门,本科,2,不提科目要求,5460,
3524,集美大学,008,法学,4,福建,厦门,本科,2,不提科目要求,5460,
3524,集美大学,012,工商管理,4,福建,厦门,本科,2,不提科目要求,5460,
3524,集美大学,014,国际经济与贸易,4,福建,厦门,本科,2,不提科目要求,5460,
3526,集美大学诚毅学院(独立学院),002,电子商务,4,福建,厦门,本科,6,不提科目要求,18500,
3526,集美大学诚毅学院(独立学院),011,供应链管理,4,福建,厦门,本科,3,不提科目要求,18000,
3526,集美大学诚毅学院(独立学院),013,英语,4,福建,厦门,本科,4,不提科目要求,17000,
3526,集美大学诚毅学院(独立学院),014,汉语言文学,4,福建,厦门,本科,3,不提科目要求,17000,
3526,集美大学诚毅学院(独立学院),015,法学,4,福建,厦门,本科,5,不提科目要求,17000,
3526,集美大学诚毅学院(独立学院),016,国际经济与贸易,4,福建,厦门,本科,5,不提科目要求,18000,
3526,集美大学诚毅学院(独立学院),017,会计学,4,福建,厦门,本科,6,不提科目要求,18000,
3526,集美大学诚毅学院(独立学院),018,工商管理,4,福建,厦门,本科,5,不提科目要求,18000,
3526,集美大学诚毅学院(独立学院),019,金融工程,4,福建,厦门,本科,5,不提科目要求,18500,
3526,集美大学诚毅学院(独立学院),020,金融学,4,福建,厦门,本科,5,不提科目要求,18000,
3526,集美大学诚毅学院(独立学院),021,财政学,4,福建,厦门,本科,5,不提科目要求,18000,
3528,龙岩学院,001,汉语言文学,4,福建,龙岩,本科,2,不提科目要求,4800,
3528,龙岩学院,002,广播电视学,4,福建,龙岩,本科,2,不提科目要求,4800,
3528,龙岩学院,004,工商管理类,4,福建,龙岩,本科,2,不提科目要求,4800,含财务管理、旅游管理、市场营销专业。
3528,龙岩学院,005,心理学(师范),4,福建,龙岩,本科,3,不提科目要求,4800,
3528,龙岩学院,006,经济与贸易类,4,福建,龙岩,本科,2,不提科目要求,4800,含国际经济与贸易、投资学专业。
3529,闽江学院,001,电子商务,4,福建,福州,本科,3,不提科目要求,5040,
3529,闽江学院,002,物流工程,4,福建,福州,本科,1,不提科目要求,5040,
3529,闽江学院,003,广告学,4,福建,福州,本科,1,不提科目要求,5460,
3529,闽江学院,005,旅游管理,4,福建,福州,本科,2,不提科目要求,5040,
3529,闽江学院,006,汉语国际教育,4,福建,福州,本科,2,不提科目要求,5040,
3530,闽南理工学院(民办学校),002,人力资源管理,4,福建,泉州,本科,1,不提科目要求,23000,宝盖校区。
3530,闽南理工学院(民办学校),003,财务管理,4,福建,泉州,本科,1,不提科目要求,24000,宝盖校区。
3530,闽南理工学院(民办学校),005,经济学,4,福建,泉州,本科,1,不提科目要求,23000,宝盖校区。
3530,闽南理工学院(民办学校),007,国际经济与贸易,4,福建,泉州,本科,1,不提科目要求,23000,宝盖校区。
3532,宁德职业技术学院,501,园林技术,3,福建,福安,高职(专科),4,不提科目要求,6000,
3532,宁德职业技术学院,502,建筑室内设计,3,福建,福安,高职(专科),4,不提科目要求,6000,
3532,宁德职业技术学院,503,机械制造与自动化,3,福建,福安,高职(专科),4,不提科目要求,6000,
3532,宁德职业技术学院,504,机电一体化技术,3,福建,福安,高职(专科),5,不提科目要求,6000,
3532,宁德职业技术学院,505,工业机器人技术,3,福建,福安,高职(专科),3,不提科目要求,6000,
3532,宁德职业技术学院,506,计算机应用技术,3,福建,福安,高职(专科),5,不提科目要求,6000,
3532,宁德职业技术学院,507,物联网应用技术,3,福建,福安,高职(专科),4,不提科目要求,6000,
3532,宁德职业技术学院,508,食品质量与安全,3,福建,福安,高职(专科),2,不提科目要求,6000,
3532,宁德职业技术学院,509,新能源汽车技术,3,福建,福安,高职(专科),3,不提科目要求,6000,
3532,宁德职业技术学院,510,市场营销,3,福建,福安,高职(专科),3,不提科目要求,6000,
3532,宁德职业技术学院,511,中小企业创业与经营,3,福建,福安,高职(专科),2,不提科目要求,6000,
3532,宁德职业技术学院,512,会计,3,福建,福安,高职(专科),6,不提科目要求,6000,
3532,宁德职业技术学院,513,计算机网络技术,3,福建,福安,高职(专科),3,不提科目要求,6000,
3532,宁德职业技术学院,514,动漫制作技术,3,福建,福安,高职(专科),8,不提科目要求,6000,
3532,宁德职业技术学院,515,小学教育(师范),3,福建,福安,高职(专科),9,不提科目要求,6000,
3532,宁德职业技术学院,516,学前教育(师范),3,福建,福安,高职(专科),9,不提科目要求,6000,
3532,宁德职业技术学院,517,物流管理,3,福建,福安,高职(专科),3,不提科目要求,6000,
3532,宁德职业技术学院,518,旅游管理,3,福建,福安,高职(专科),3,不提科目要求,6000,
3534,泉州华光职业学院(民办学校),501,会计,3,福建,泉州,高职(专科),4,不提科目要求,9500,
3534,泉州华光职业学院(民办学校),502,计算机信息管理,3,福建,泉州,高职(专科),5,不提科目要求,9500,
3534,泉州华光职业学院(民办学校),503,健康管理,3,福建,泉州,高职(专科),4,不提科目要求,9500,
3534,泉州华光职业学院(民办学校),504,动漫制作技术,3,福建,泉州,高职(专科),4,不提科目要求,10000,
3534,泉州华光职业学院(民办学校),505,护理,3,福建,泉州,高职(专科),5,不提科目要求,11000,
3534,泉州华光职业学院(民办学校),506,建筑工程技术,3,福建,泉州,高职(专科),4,不提科目要求,10000,
3534,泉州华光职业学院(民办学校),507,工程造价,3,福建,泉州,高职(专科),4,不提科目要求,10000,
3534,泉州华光职业学院(民办学校),508,建筑室内设计,3,福建,泉州,高职(专科),15,不提科目要求,10000,
3534,泉州华光职业学院(民办学校),509,财务管理,3,福建,泉州,高职(专科),4,不提科目要求,9500,
3534,泉州华光职业学院(民办学校),510,早期教育,3,福建,泉州,高职(专科),10,不提科目要求,10000,
3534,泉州华光职业学院(民办学校),511,学前教育,3,福建,泉州,高职(专科),10,不提科目要求,11000,
3534,泉州华光职业学院(民办学校),512,电子竞技运动与管理,3,福建,泉州,高职(专科),5,不提科目要求,10000,
3534,泉州华光职业学院(民办学校),513,数字媒体应用技术,3,福建,泉州,高职(专科),4,不提科目要求,10000,
3534,泉州华光职业学院(民办学校),514,市场营销,3,福建,泉州,高职(专科),4,不提科目要求,9500,
3534,泉州华光职业学院(民办学校),515,工商企业管理,3,福建,泉州,高职(专科),4,不提科目要求,9500,
3534,泉州华光职业学院(民办学校),516,移动商务,3,福建,泉州,高职(专科),4,不提科目要求,9500,
3534,泉州华光职业学院(民办学校),517,助产,3,福建,泉州,高职(专科),5,不提科目要求,10000,
3534,泉州华光职业学院(民办学校),518,电子商务,3,福建,泉州,高职(专科),5,不提科目要求,9500,
3535,泉州经贸职业技术学院,501,移动互联应用技术,3,福建,泉州,高职(专科),5,不提科目要求,6000,
3535,泉州经贸职业技术学院,502,数字媒体应用技术,3,福建,泉州,高职(专科),5,不提科目要求,6000,
3535,泉州经贸职业技术学院,503,虚拟现实应用技术,3,福建,泉州,高职(专科),5,不提科目要求,6000,
3535,泉州经贸职业技术学院,504,审计,3,福建,泉州,高职(专科),5,不提科目要求,6000,
3535,泉州经贸职业技术学院,505,商务英语,3,福建,泉州,高职(专科),5,不提科目要求,6000,
3535,泉州经贸职业技术学院,506,电子商务,3,福建,泉州,高职(专科),10,不提科目要求,6000,
3535,泉州经贸职业技术学院,507,会展策划与管理,3,福建,泉州,高职(专科),5,不提科目要求,6000,
3535,泉州经贸职业技术学院,508,市场营销,3,福建,泉州,高职(专科),5,不提科目要求,6000,
3535,泉州经贸职业技术学院,509,连锁经营管理,3,福建,泉州,高职(专科),5,不提科目要求,6000,
3535,泉州经贸职业技术学院,510,移动商务,3,福建,泉州,高职(专科),5,不提科目要求,6000,
3535,泉州经贸职业技术学院,511,会计信息管理(会计电算化方向),3,福建,泉州,高职(专科),5,不提科目要求,6000,
3535,泉州经贸职业技术学院,512,跨境电子商务,3,福建,泉州,高职(专科),5,不提科目要求,6000,
3535,泉州经贸职业技术学院,513,国际商务,3,福建,泉州,高职(专科),5,不提科目要求,6000,
3535,泉州经贸职业技术学院,514,投资与理财,3,福建,泉州,高职(专科),5,不提科目要求,6000,
3535,泉州经贸职业技术学院,515,统计与会计核算(会计师方向),3,福建,泉州,高职(专科),5,不提科目要求,6000,
3536,泉州职业技术大学(民办学校),001,会计,4,福建,晋江,本科,10,不提科目要求,20000,
3536,泉州职业技术大学(民办学校),003,财务管理,4,福建,晋江,本科,5,不提科目要求,20000,
3536,泉州职业技术大学(民办学校),005,学前教育,4,福建,晋江,本科,10,不提科目要求,20000,
3536,泉州职业技术大学(民办学校),006,电子商务,4,福建,晋江,本科,5,不提科目要求,20000,
3537,泉州师范学院,001,金融工程,4,福建,泉州,本科,3,不提科目要求,5040,东海校区。
3537,泉州师范学院,002,经济学,4,福建,泉州,本科,3,不提科目要求,5040,东海校区。
3537,泉州师范学院,003,学前教育(师范),4,福建,泉州,本科,3,不提科目要求,5040,东海校区。
3537,泉州师范学院,004,国际经济与贸易,4,福建,泉州,本科,8,不提科目要求,5040,东海校区。
3537,泉州师范学院,005,小学教育(师范),4,福建,泉州,本科,5,不提科目要求,5040,东海校区。
3537,泉州师范学院,006,英语(师范),4,福建,泉州,本科,6,不提科目要求,5040,东海校区。要求高考英语成绩不低于100分。
3537,泉州师范学院,007,商务英语,4,福建,泉州,本科,2,不提科目要求,5040,东海校区。要求高考英语成绩不低于100分。
3537,泉州师范学院,008,汉语言文学(师范),4,福建,泉州,本科,4,历史(1门科目考生必须选考方可报考),5460,东海校区。
3537,泉州师范学院,009,特殊教育(师范),4,福建,泉州,本科,2,不提科目要求,5040,东海校区。
3537,泉州师范学院,010,电子商务,4,福建,泉州,本科,2,不提科目要求,5040,东海校区。
3537,泉州师范学院,023,应用心理学,4,福建,泉州,本科,3,不提科目要求,5040,东海校区。
3537,泉州师范学院,025,地理科学(师范),4,福建,泉州,本科,5,地理(1门科目考生必须选考方可报考),5040,东海校区。
3538,泉州信息工程学院(民办学校),001,财务管理,4,福建,泉州,本科,25,不提科目要求,21800,
3538,泉州信息工程学院(民办学校),002,审计学,4,福建,泉州,本科,10,不提科目要求,21800,
3538,泉州信息工程学院(民办学校),003,国际商务,4,福建,泉州,本科,15,不提科目要求,21800,
3538,泉州信息工程学院(民办学校),004,电子商务,4,福建,泉州,本科,25,不提科目要求,21800,
3538,泉州信息工程学院(民办学校),005,物流管理,4,福建,泉州,本科,15,不提科目要求,21800,
3538,泉州信息工程学院(民办学校),021,金融工程,4,福建,泉州,本科,15,不提科目要求,21800,
3538,泉州信息工程学院(民办学校),023,国际经济与贸易,4,福建,泉州,本科,10,不提科目要求,21800,
3538,泉州信息工程学院(民办学校),501,会计,3,福建,泉州,高职(专科),11,不提科目要求,11800,
3538,泉州信息工程学院(民办学校),502,软件技术,3,福建,泉州,高职(专科),22,不提科目要求,11800,
3538,泉州信息工程学院(民办学校),503,电子商务,3,福建,泉州,高职(专科),12,不提科目要求,11800,
3538,泉州信息工程学院(民办学校),504,电子信息工程技术,3,福建,泉州,高职(专科),25,不提科目要求,11800,
3540,三明学院,004,旅游管理与服务教育,4,福建,三明,本科,3,不提科目要求,4800,
3540,三明学院,005,商务英语,4,福建,三明,本科,4,不提科目要求,4800,
3540,三明学院,006,财务管理,4,福建,三明,本科,5,不提科目要求,4800,
3540,三明学院,008,传播学,4,福建,三明,本科,3,不提科目要求,4800,
3541,武夷学院,001,物流管理,4,福建,武夷山,本科,2,不提科目要求,4800,
3541,武夷学院,002,建筑学,5,福建,武夷山,本科,3,"物理,历史,地理(3门科目考生选考其中一门即可报考)",4800,
3541,武夷学院,006,商务英语,4,福建,武夷山,本科,1,不提科目要求,4800,
3541,武夷学院,007,国际经济与贸易,4,福建,武夷山,本科,2,不提科目要求,4800,
3541,武夷学院,010,旅游管理,4,福建,武夷山,本科,2,不提科目要求,5200,
3541,武夷学院,011,酒店管理,4,福建,武夷山,本科,1,不提科目要求,5200,
3541,武夷学院,013,文化产业管理,4,福建,武夷山,本科,1,不提科目要求,4800,
3541,武夷学院,014,汉语言文学,4,福建,武夷山,本科,1,不提科目要求,5200,
3542,厦门城市职业学院,502,金融管理,3,福建,厦门,高职(专科),5,"物理,历史(2门科目考生选考其中一门即可报考)",6000,
3542,厦门城市职业学院,503,会计,3,福建,厦门,高职(专科),8,"物理,历史(2门科目考生选考其中一门即可报考)",6000,
3542,厦门城市职业学院,504,旅游管理,3,福建,厦门,高职(专科),5,"物理,历史(2门科目考生选考其中一门即可报考)",6000,
3542,厦门城市职业学院,505,电子商务,3,福建,厦门,高职(专科),5,"物理,历史(2门科目考生选考其中一门即可报考)",6000,
3542,厦门城市职业学院,508,学前教育(师范),3,福建,厦门,高职(专科),10,"物理,历史(2门科目考生选考其中一门即可报考)",6000,
3542,厦门城市职业学院,509,商务英语,3,福建,厦门,高职(专科),6,"物理,历史(2门科目考生选考其中一门即可报考)",6000,
3543,厦门大学,002,会计学(含会计、财务),4,福建,厦门,本科,10,不提科目要求,5460,思明校区。含会计学、财务管理专业。
3543,厦门大学,006,建筑类,5,福建,厦门,本科,3,"物理,历史,地理(3门科目考生选考其中一门即可报考)",5460,思明校区。含建筑学、城乡规划专业。
3543,厦门大学,007,外国语言文学类(外国语言文学+会计或财务),4,福建,厦门,本科,2,不提科目要求,见简注,思明校区。含英语(加会计或财务)、日语(加会计或财务)、法语(加会计或财务)、俄语(加会计或财务)、德语(加会计或财务)、西班牙语(加会计或财务)专业。外国语言文学+会计学/财务管理。外国语言文学专业学费每学年5460元；会计学、财务管理专业课程采用全英文授课，每学分120元，4年总学分约45分。
3543,厦门大学,009,法学类,4,福建,厦门,本科,3,不提科目要求,5460,思明校区。含法学专业。
3543,厦门大学,012,新闻传播学类,4,福建,厦门,本科,2,不提科目要求,5460,思明校区。含新闻学、广播电视学、广告学、传播学专业。
3543,厦门大学,013,人文科学试验班,4,福建,厦门,本科,2,历史(1门科目考生必须选考方可报考),5460,思明校区。含汉语言文学、戏剧影视文学、汉语言、历史学(含世界史方向)、考古学、哲学专业。
3543,厦门大学,014,公共管理类,4,福建,厦门,本科,2,不提科目要求,5460,思明校区。含政治学与行政学、行政管理专业。
3543,厦门大学,015,经济学类,4,福建,厦门,本科,16,不提科目要求,5460,思明校区。含金融学、金融工程、保险学、财政学、税收学、国际经济与贸易、国际商务、经济学、经济统计学专业。
3543,厦门大学,016,外国语言文学类,4,福建,厦门,本科,4,不提科目要求,5460,思明校区。含英语、日语、法语、俄语、德语、西班牙语专业。
3543,厦门大学,023,工商管理类,4,福建,厦门,本科,2,不提科目要求,5460,思明校区。含人力资源管理、工商管理、市场营销、旅游管理、酒店管理专业。
3544,厦门大学嘉庚学院(独立学院),002,日语,4,福建,漳州,本科,6,不提科目要求,18000,厦门大学漳州校区。
3544,厦门大学嘉庚学院(独立学院),003,新闻学,4,福建,漳州,本科,4,不提科目要求,18000,厦门大学漳州校区。
3544,厦门大学嘉庚学院(独立学院),004,汉语言文学,4,福建,漳州,本科,4,不提科目要求,18000,厦门大学漳州校区。
3544,厦门大学嘉庚学院(独立学院),005,英语,4,福建,漳州,本科,6,不提科目要求,18000,厦门大学漳州校区。
3544,厦门大学嘉庚学院(独立学院),006,法学,4,福建,漳州,本科,4,不提科目要求,18000,厦门大学漳州校区。
3544,厦门大学嘉庚学院(独立学院),007,金融学,4,福建,漳州,本科,4,不提科目要求,18000,厦门大学漳州校区。
3544,厦门大学嘉庚学院(独立学院),008,国际经济与贸易,4,福建,漳州,本科,6,不提科目要求,18000,厦门大学漳州校区。
3544,厦门大学嘉庚学院(独立学院),009,财政学,4,福建,漳州,本科,3,不提科目要求,18000,厦门大学漳州校区。
3544,厦门大学嘉庚学院(独立学院),010,税收学,4,福建,漳州,本科,4,不提科目要求,18000,厦门大学漳州校区。
3544,厦门大学嘉庚学院(独立学院),011,广告学,4,福建,漳州,本科,5,不提科目要求,18000,厦门大学漳州校区。
3544,厦门大学嘉庚学院(独立学院),012,广播电视学,4,福建,漳州,本科,4,不提科目要求,18000,厦门大学漳州校区。
3544,厦门大学嘉庚学院(独立学院),021,风景园林,5,福建,漳州,本科,2,"物理,历史,地理(3门科目考生选考其中一门即可报考)",20500,厦门大学漳州校区。
3544,厦门大学嘉庚学院(独立学院),023,城乡规划,5,福建,漳州,本科,4,"物理,历史,地理(3门科目考生选考其中一门即可报考)",20500,厦门大学漳州校区。
3544,厦门大学嘉庚学院(独立学院),025,市场营销,4,福建,漳州,本科,5,不提科目要求,18000,厦门大学漳州校区。
3544,厦门大学嘉庚学院(独立学院),026,工商管理,4,福建,漳州,本科,6,不提科目要求,18000,厦门大学漳州校区。
3544,厦门大学嘉庚学院(独立学院),032,建筑学,5,福建,漳州,本科,3,"物理,历史,地理(3门科目考生选考其中一门即可报考)",20500,厦门大学漳州校区。
3544,厦门大学嘉庚学院(独立学院),035,电子商务,4,福建,漳州,本科,9,不提科目要求,18000,厦门大学漳州校区。
3544,厦门大学嘉庚学院(独立学院),036,旅游管理,4,福建,漳州,本科,5,不提科目要求,18000,厦门大学漳州校区。
3544,厦门大学嘉庚学院(独立学院),037,物流管理,4,福建,漳州,本科,5,不提科目要求,18000,厦门大学漳州校区。
3544,厦门大学嘉庚学院(独立学院),038,行政管理,4,福建,漳州,本科,5,不提科目要求,18000,厦门大学漳州校区。
3544,厦门大学嘉庚学院(独立学院),039,文化产业管理,4,福建,漳州,本科,3,不提科目要求,18000,厦门大学漳州校区。
3544,厦门大学嘉庚学院(独立学院),040,国际商务,4,福建,漳州,本科,4,不提科目要求,18000,厦门大学漳州校区。
3544,厦门大学嘉庚学院(独立学院),041,会计学,4,福建,漳州,本科,6,不提科目要求,18000,厦门大学漳州校区。
3544,厦门大学嘉庚学院(独立学院),042,财务管理,4,福建,漳州,本科,3,不提科目要求,18000,厦门大学漳州校区。
3545,厦门海洋职业技术学院,501,国际商务,3,福建,厦门,高职(专科),4,不提科目要求,6000,翔安校区。
3545,厦门海洋职业技术学院,502,模具设计与制造,3,福建,厦门,高职(专科),3,不提科目要求,6000,翔安校区。
3545,厦门海洋职业技术学院,503,数控技术,3,福建,厦门,高职(专科),4,不提科目要求,6000,翔安校区。
3545,厦门海洋职业技术学院,504,食品加工技术,3,福建,厦门,高职(专科),3,不提科目要求,6000,翔安校区。
3545,厦门海洋职业技术学院,505,轮机工程技术,3,福建,厦门,高职(专科),4,不提科目要求,6000,思明校区。
3545,厦门海洋职业技术学院,506,航海技术,3,福建,厦门,高职(专科),4,不提科目要求,6000,思明校区。
3545,厦门海洋职业技术学院,507,水产养殖技术,3,福建,厦门,高职(专科),3,不提科目要求,6000,翔安校区。
3546,厦门华天涉外职业技术学院(民办学校),501,大数据技术与应用,3,福建,厦门,高职(专科),4,不提科目要求,16800,
3546,厦门华天涉外职业技术学院(民办学校),502,动漫制作技术,3,福建,厦门,高职(专科),4,不提科目要求,11900,
3546,厦门华天涉外职业技术学院(民办学校),503,建设工程管理,3,福建,厦门,高职(专科),3,不提科目要求,11900,
3546,厦门华天涉外职业技术学院(民办学校),504,会计,3,福建,厦门,高职(专科),4,不提科目要求,11900,
3546,厦门华天涉外职业技术学院(民办学校),505,电子商务,3,福建,厦门,高职(专科),4,不提科目要求,11900,
3546,厦门华天涉外职业技术学院(民办学校),506,市场营销,3,福建,厦门,高职(专科),4,不提科目要求,11900,
3546,厦门华天涉外职业技术学院(民办学校),507,旅游管理(高铁乘务方向),3,福建,厦门,高职(专科),3,不提科目要求,11900,
3546,厦门华天涉外职业技术学院(民办学校),508,酒店管理,3,福建,厦门,高职(专科),3,不提科目要求,11900,
3546,厦门华天涉外职业技术学院(民办学校),509,会展策划与管理,3,福建,厦门,高职(专科),3,不提科目要求,11900,
3546,厦门华天涉外职业技术学院(民办学校),510,商务英语,3,福建,厦门,高职(专科),3,不提科目要求,11900,
3546,厦门华天涉外职业技术学院(民办学校),511,软件技术,3,福建,厦门,高职(专科),4,不提科目要求,12800,
3546,厦门华天涉外职业技术学院(民办学校),512,汽车检测与维修技术,3,福建,厦门,高职(专科),3,不提科目要求,11900,
3546,厦门华天涉外职业技术学院(民办学校),513,工业机器人技术,3,福建,厦门,高职(专科),3,不提科目要求,11900,
3546,厦门华天涉外职业技术学院(民办学校),514,健康管理,3,福建,厦门,高职(专科),3,不提科目要求,13800,
3546,厦门华天涉外职业技术学院(民办学校),515,空中乘务,3,福建,厦门,高职(专科),4,不提科目要求,13800,
3546,厦门华天涉外职业技术学院(民办学校),516,学前教育,3,福建,厦门,高职(专科),4,不提科目要求,11900,
3546,厦门华天涉外职业技术学院(民办学校),517,老年服务与管理,3,福建,厦门,高职(专科),3,不提科目要求,12800,
3547,厦门华厦学院(民办学校),001,会展经济与管理,4,福建,厦门,本科,1,不提科目要求,20000,
3547,厦门华厦学院(民办学校),002,电子商务,4,福建,厦门,本科,3,不提科目要求,20000,
3547,厦门华厦学院(民办学校),003,物流工程,4,福建,厦门,本科,2,不提科目要求,20000,
3547,厦门华厦学院(民办学校),004,供应链管理,4,福建,厦门,本科,2,不提科目要求,25000,
3547,厦门华厦学院(民办学校),005,金融学,4,福建,厦门,本科,4,不提科目要求,22000,
3547,厦门华厦学院(民办学校),006,投资学,4,福建,厦门,本科,2,不提科目要求,20000,
3547,厦门华厦学院(民办学校),008,网络与新媒体,4,福建,厦门,本科,2,不提科目要求,20000,
3547,厦门华厦学院(民办学校),009,商务英语,4,福建,厦门,本科,3,不提科目要求,20000,
3547,厦门华厦学院(民办学校),010,国际经济与贸易,4,福建,厦门,本科,2,不提科目要求,20000,
3547,厦门华厦学院(民办学校),011,审计学,4,福建,厦门,本科,3,不提科目要求,22000,
3547,厦门华厦学院(民办学校),012,财务管理,4,福建,厦门,本科,3,不提科目要求,22000,
3548,厦门理工学院,002,电子商务,4,福建,厦门,本科,3,不提科目要求,5040,
3549,厦门南洋职业学院(民办学校),501,无人机应用技术,3,福建,厦门,高职(专科),3,不提科目要求,16800,
3549,厦门南洋职业学院(民办学校),502,工业机器人技术,3,福建,厦门,高职(专科),4,不提科目要求,16800,
3549,厦门南洋职业学院(民办学校),503,大数据技术与应用,3,福建,厦门,高职(专科),5,不提科目要求,16800,
3549,厦门南洋职业学院(民办学校),504,学前教育,3,福建,厦门,高职(专科),5,不提科目要求,12800,
3549,厦门南洋职业学院(民办学校),505,机电一体化技术,3,福建,厦门,高职(专科),4,不提科目要求,12800,
3549,厦门南洋职业学院(民办学校),506,物联网应用技术,3,福建,厦门,高职(专科),5,不提科目要求,12800,
3549,厦门南洋职业学院(民办学校),507,城市轨道交通运营管理,3,福建,厦门,高职(专科),5,不提科目要求,12800,
3549,厦门南洋职业学院(民办学校),508,工商企业管理,3,福建,厦门,高职(专科),4,不提科目要求,12800,
3549,厦门南洋职业学院(民办学校),509,酒店管理,3,福建,厦门,高职(专科),5,不提科目要求,12800,
3549,厦门南洋职业学院(民办学校),510,国际经济与贸易,3,福建,厦门,高职(专科),5,不提科目要求,12800,
3549,厦门南洋职业学院(民办学校),511,会计,3,福建,厦门,高职(专科),5,不提科目要求,12800,
3550,厦门软件职业技术学院(民办学校),501,动漫制作技术,3,福建,厦门,高职(专科),4,不提科目要求,10800,
3550,厦门软件职业技术学院(民办学校),502,会计,3,福建,厦门,高职(专科),4,不提科目要求,10800,
3550,厦门软件职业技术学院(民办学校),503,广告策划与营销,3,福建,厦门,高职(专科),4,不提科目要求,12800,
3550,厦门软件职业技术学院(民办学校),504,国际经济与贸易,3,福建,厦门,高职(专科),4,不提科目要求,10800,
3550,厦门软件职业技术学院(民办学校),505,无人机应用技术,3,福建,厦门,高职(专科),4,不提科目要求,12800,
3550,厦门软件职业技术学院(民办学校),506,电子竞技运动与管理,3,福建,厦门,高职(专科),4,不提科目要求,12800,
3550,厦门软件职业技术学院(民办学校),507,计算机网络技术,3,福建,厦门,高职(专科),4,不提科目要求,11800,
3550,厦门软件职业技术学院(民办学校),508,软件技术(程序设计),3,福建,厦门,高职(专科),8,不提科目要求,12800,
3550,厦门软件职业技术学院(民办学校),509,游戏设计,3,福建,厦门,高职(专科),4,不提科目要求,10800,
3551,厦门演艺职业学院(民办学校),501,空中乘务,3,福建,厦门,高职(专科),7,不提科目要求,10000,
3553,闽南师范大学,001,人力资源管理,4,福建,漳州,本科,3,不提科目要求,5040,
3553,闽南师范大学,002,经济与金融,4,福建,漳州,本科,3,不提科目要求,5040,
3553,闽南师范大学,003,国际经济与贸易,4,福建,漳州,本科,3,不提科目要求,5040,
3553,闽南师范大学,004,社会工作,4,福建,漳州,本科,2,不提科目要求,5040,
3553,闽南师范大学,005,日语,4,福建,漳州,本科,3,不提科目要求,5040,
3553,闽南师范大学,006,旅游管理,4,福建,漳州,本科,3,不提科目要求,5040,
3553,闽南师范大学,007,市场营销,4,福建,漳州,本科,2,不提科目要求,5040,
3553,闽南师范大学,008,心理学(师范),4,福建,漳州,本科,2,不提科目要求,5460,
3553,闽南师范大学,009,英语(师范),4,福建,漳州,本科,2,不提科目要求,5040,
3553,闽南师范大学,010,小学教育(师范),4,福建,漳州,本科,2,不提科目要求,5460,
3553,闽南师范大学,011,法学,4,福建,漳州,本科,2,不提科目要求,5040,
3553,闽南师范大学,012,翻译,4,福建,漳州,本科,2,不提科目要求,5040,
3553,闽南师范大学,013,广告学,4,福建,漳州,本科,3,不提科目要求,5040,
3555,泉州海洋职业学院(民办学校),501,艺术设计,3,福建,泉州,高职(专科),10,不提科目要求,10500,
3555,泉州海洋职业学院(民办学校),502,航海技术,3,福建,泉州,高职(专科),5,不提科目要求,11900,
3555,泉州海洋职业学院(民办学校),503,空中乘务,3,福建,泉州,高职(专科),10,不提科目要求,11900,
3555,泉州海洋职业学院(民办学校),504,工商企业管理,3,福建,泉州,高职(专科),5,不提科目要求,9800,
3555,泉州海洋职业学院(民办学校),505,财务管理,3,福建,泉州,高职(专科),5,不提科目要求,9800,
3555,泉州海洋职业学院(民办学校),506,电子商务,3,福建,泉州,高职(专科),5,不提科目要求,9800,
3555,泉州海洋职业学院(民办学校),507,表演艺术,3,福建,泉州,高职(专科),5,不提科目要求,10500,
3559,厦门兴才职业技术学院(民办学校),501,幼儿发展与健康管理,3,福建,厦门,高职(专科),30,不提科目要求,10800,
3559,厦门兴才职业技术学院(民办学校),502,工商企业管理,3,福建,厦门,高职(专科),5,不提科目要求,9600,
3559,厦门兴才职业技术学院(民办学校),503,会计,3,福建,厦门,高职(专科),5,不提科目要求,9600,
3559,厦门兴才职业技术学院(民办学校),504,护理,3,福建,厦门,高职(专科),50,不提科目要求,10800,
3559,厦门兴才职业技术学院(民办学校),505,电子商务,3,福建,厦门,高职(专科),6,不提科目要求,9600,
3559,厦门兴才职业技术学院(民办学校),506,建设工程管理,3,福建,厦门,高职(专科),4,不提科目要求,9600,
3561,泉州轻工职业学院(民办学校),501,动漫制作技术,3,福建,晋江,高职(专科),4,不提科目要求,9600,
3561,泉州轻工职业学院(民办学校),502,工业机器人技术,3,福建,晋江,高职(专科),2,不提科目要求,9600,
3561,泉州轻工职业学院(民办学校),503,西餐工艺,3,福建,晋江,高职(专科),4,不提科目要求,9600,
3562,福州墨尔本理工职业学院(中外合作办学),501,物联网应用技术(中外合作办学),3,福建,福州,高职(专科),4,不提科目要求,18000,
3562,福州墨尔本理工职业学院(中外合作办学),502,云计算技术与应用(中外合作办学),3,福建,福州,高职(专科),4,不提科目要求,18000,
