院校代码,院校名称,专业代码,专业名称,学制,省,城市,本专科,计划数,选考科目要求,收费标准,备注
0067,绍兴职业技术学院(民办学校),506,软件技术,3,浙江,绍兴,高职(专科),48,不提科目要求,13000,
0067,绍兴职业技术学院(民办学校),507,商务英语,3,浙江,绍兴,高职(专科),40,不提科目要求,12000,
0067,绍兴职业技术学院(民办学校),508,工商企业管理,3,浙江,绍兴,高职(专科),45,不提科目要求,12000,
0067,绍兴职业技术学院(民办学校),509,电子商务,3,浙江,绍兴,高职(专科),60,不提科目要求,13000,
0067,绍兴职业技术学院(民办学校),510,国际贸易实务,3,浙江,绍兴,高职(专科),45,不提科目要求,12000,
0067,绍兴职业技术学院(民办学校),511,金融管理,3,浙江,绍兴,高职(专科),45,不提科目要求,12000,
0067,绍兴职业技术学院(民办学校),512,会计,3,浙江,绍兴,高职(专科),60,不提科目要求,13000,
0067,绍兴职业技术学院(民办学校),513,人工智能技术服务,3,浙江,绍兴,高职(专科),45,不提科目要求,13800,
0067,绍兴职业技术学院(民办学校),514,建筑工程技术,3,浙江,绍兴,高职(专科),45,不提科目要求,12000,
0067,绍兴职业技术学院(民办学校),515,动漫设计,3,浙江,绍兴,高职(专科),40,不提科目要求,12000,
0067,绍兴职业技术学院(民办学校),516,室内艺术设计,3,浙江,绍兴,高职(专科),90,不提科目要求,13000,
0067,绍兴职业技术学院(民办学校),517,助产,3,浙江,绍兴,高职(专科),50,不提科目要求,13800,
0067,绍兴职业技术学院(民办学校),518,护理,3,浙江,绍兴,高职(专科),350,不提科目要求,13800,
0067,绍兴职业技术学院(民办学校),519,学前教育(师范),3,浙江,绍兴,高职(专科),50,不提科目要求,6900,
0067,绍兴职业技术学院(民办学校),520,早期教育,3,浙江,绍兴,高职(专科),95,不提科目要求,13000,
0067,绍兴职业技术学院(民办学校),521,工程造价,3,浙江,绍兴,高职(专科),45,不提科目要求,12000,
0067,绍兴职业技术学院(民办学校),522,建设工程管理(BIM技术),3,浙江,绍兴,高职(专科),45,不提科目要求,11000,
0067,绍兴职业技术学院(民办学校),523,城市轨道交通机电技术,3,浙江,绍兴,高职(专科),145,不提科目要求,13800,杭港地铁订单班、中铁通温州轨道订单班。
0067,绍兴职业技术学院(民办学校),524,城市轨道交通运营管理,3,浙江,绍兴,高职(专科),200,不提科目要求,13800,绍兴地铁订单班、杭港地铁订单班。
0067,绍兴职业技术学院(民办学校),525,跨境电子商务,3,浙江,绍兴,高职(专科),45,不提科目要求,13800,
0067,绍兴职业技术学院(民办学校),526,美术(书法),3,浙江,绍兴,高职(专科),30,不提科目要求,12000,
0069,嘉兴职业技术学院,501,物流管理(航空物流方向),3,浙江,嘉兴,高职(专科),40,不提科目要求,6000,
0069,嘉兴职业技术学院,502,建筑工程技术,3,浙江,嘉兴,高职(专科),35,"物理,历史,技术(3门科目考生选考其中一门即可报考)",6600,
0069,嘉兴职业技术学院,503,旅游管理,3,浙江,嘉兴,高职(专科),8,"历史,地理,技术(3门科目考生选考其中一门即可报考)",6000,
0069,嘉兴职业技术学院,504,服装与服饰设计,3,浙江,嘉兴,高职(专科),30,"历史,地理,技术(3门科目考生选考其中一门即可报考)",9000,
0069,嘉兴职业技术学院,505,工业设计,3,浙江,嘉兴,高职(专科),30,"物理,历史,技术(3门科目考生选考其中一门即可报考)",7590,
0069,嘉兴职业技术学院,508,现代纺织技术,3,浙江,嘉兴,高职(专科),20,不提科目要求,6600,
0069,嘉兴职业技术学院,511,园林技术,3,浙江,嘉兴,高职(专科),20,"生物,地理,技术(3门科目考生选考其中一门即可报考)",6300,
0069,嘉兴职业技术学院,512,环境工程技术,3,浙江,嘉兴,高职(专科),40,"化学,历史,技术(3门科目考生选考其中一门即可报考)",6600,
0069,嘉兴职业技术学院,514,建筑装饰工程技术,3,浙江,嘉兴,高职(专科),30,"物理,历史,技术(3门科目考生选考其中一门即可报考)",6600,
0069,嘉兴职业技术学院,515,工程造价,3,浙江,嘉兴,高职(专科),32,"物理,历史,技术(3门科目考生选考其中一门即可报考)",6900,
0069,嘉兴职业技术学院,516,物流管理,3,浙江,嘉兴,高职(专科),22,不提科目要求,6000,
0069,嘉兴职业技术学院,517,电子商务,3,浙江,嘉兴,高职(专科),25,"历史,地理,技术(3门科目考生选考其中一门即可报考)",6000,
0069,嘉兴职业技术学院,518,旅游管理(文化创意与策划方向),3,浙江,嘉兴,高职(专科),50,"历史,地理,技术(3门科目考生选考其中一门即可报考)",6000,
0069,嘉兴职业技术学院,519,酒店管理,3,浙江,嘉兴,高职(专科),50,"历史,地理,技术(3门科目考生选考其中一门即可报考)",6000,
0069,嘉兴职业技术学院,520,酒店管理(休闲服务与管理方向),3,浙江,嘉兴,高职(专科),80,"历史,地理,技术(3门科目考生选考其中一门即可报考)",6000,
0069,嘉兴职业技术学院,521,软件技术,3,浙江,嘉兴,高职(专科),54,不提科目要求,7590,
0069,嘉兴职业技术学院,522,计算机网络技术,3,浙江,嘉兴,高职(专科),25,"物理,地理,技术(3门科目考生选考其中一门即可报考)",6600,
0069,嘉兴职业技术学院,523,国际商务(跨境电商方向),3,浙江,嘉兴,高职(专科),30,"历史,地理,技术(3门科目考生选考其中一门即可报考)",6000,
0069,嘉兴职业技术学院,524,财务管理,3,浙江,嘉兴,高职(专科),20,"历史,地理,技术(3门科目考生选考其中一门即可报考)",6900,
0069,嘉兴职业技术学院,525,国际贸易实务,3,浙江,嘉兴,高职(专科),60,"历史,地理,技术(3门科目考生选考其中一门即可报考)",6900,
0069,嘉兴职业技术学院,526,物联网应用技术,3,浙江,嘉兴,高职(专科),40,"物理,地理,技术(3门科目考生选考其中一门即可报考)",6600,
0069,嘉兴职业技术学院,528,虚拟现实应用技术,3,浙江,嘉兴,高职(专科),10,不提科目要求,6600,
0069,嘉兴职业技术学院,529,动物医学,3,浙江,嘉兴,高职(专科),65,不提科目要求,6300,
0069,嘉兴职业技术学院,530,无人机应用技术,3,浙江,嘉兴,高职(专科),70,不提科目要求,6600,
0070,湖州职业技术学院,502,建筑工程技术(中外合作办学),3,浙江,湖州,高职(专科),35,"物理,地理,技术(3门科目考生选考其中一门即可报考)",13800,
0070,湖州职业技术学院,503,连锁经营管理,3,浙江,湖州,高职(专科),50,"思想政治,地理,技术(3门科目考生选考其中一门即可报考)",6000,
0070,湖州职业技术学院,505,软件技术,3,浙江,湖州,高职(专科),45,"物理,地理,技术(3门科目考生选考其中一门即可报考)",6600,
0070,湖州职业技术学院,506,电子信息工程技术,3,浙江,湖州,高职(专科),40,不提科目要求,6600,
0070,湖州职业技术学院,507,物流管理,3,浙江,湖州,高职(专科),40,"思想政治,地理,技术(3门科目考生选考其中一门即可报考)",6000,
0070,湖州职业技术学院,508,物联网应用技术,3,浙江,湖州,高职(专科),40,不提科目要求,6600,
0070,湖州职业技术学院,509,市场营销,3,浙江,湖州,高职(专科),15,"思想政治,地理,技术(3门科目考生选考其中一门即可报考)",6000,
0070,湖州职业技术学院,510,互联网金融,3,浙江,湖州,高职(专科),15,不提科目要求,6600,
0070,湖州职业技术学院,511,服装与服饰设计,3,浙江,湖州,高职(专科),30,不提科目要求,6600,
0070,湖州职业技术学院,512,室内艺术设计,3,浙江,湖州,高职(专科),80,"历史,地理,技术(3门科目考生选考其中一门即可报考)",9000,
0070,湖州职业技术学院,513,视觉传播设计与制作,3,浙江,湖州,高职(专科),70,"物理,历史,技术(3门科目考生选考其中一门即可报考)",9000,
0070,湖州职业技术学院,514,会计,3,浙江,湖州,高职(专科),45,"思想政治,历史,技术(3门科目考生选考其中一门即可报考)",6900,
0070,湖州职业技术学院,515,国际贸易实务,3,浙江,湖州,高职(专科),52,"思想政治,地理,技术(3门科目考生选考其中一门即可报考)",6900,
0070,湖州职业技术学院,516,人力资源管理,3,浙江,湖州,高职(专科),80,"思想政治,历史,技术(3门科目考生选考其中一门即可报考)",6000,
0070,湖州职业技术学院,517,商务英语,3,浙江,湖州,高职(专科),80,不提科目要求,6000,
0070,湖州职业技术学院,518,旅游管理,3,浙江,湖州,高职(专科),45,"历史,地理,技术(3门科目考生选考其中一门即可报考)",6900,
0070,湖州职业技术学院,519,建筑工程技术,3,浙江,湖州,高职(专科),30,"物理,地理,技术(3门科目考生选考其中一门即可报考)",7500,
0070,湖州职业技术学院,520,工程造价,3,浙江,湖州,高职(专科),40,不提科目要求,6600,
0070,湖州职业技术学院,521,文秘,3,浙江,湖州,高职(专科),40,"思想政治,历史,技术(3门科目考生选考其中一门即可报考)",6000,
0070,湖州职业技术学院,522,市政工程技术,3,浙江,湖州,高职(专科),61,"历史,地理,技术(3门科目考生选考其中一门即可报考)",6600,
0070,湖州职业技术学院,523,建设工程管理,3,浙江,湖州,高职(专科),24,"历史,地理,技术(3门科目考生选考其中一门即可报考)",6600,
0070,湖州职业技术学院,526,工业过程自动化技术,3,浙江,湖州,高职(专科),45,不提科目要求,6600,
0070,湖州职业技术学院,527,跨境电子商务,3,浙江,湖州,高职(专科),30,不提科目要求,6900,
0070,湖州职业技术学院,528,电子商务,3,浙江,湖州,高职(专科),15,"思想政治,地理,技术(3门科目考生选考其中一门即可报考)",6900,
0071,衢州职业技术学院,501,大数据技术与应用,3,浙江,衢州,高职(专科),80,"生物,历史,技术(3门科目考生选考其中一门即可报考)",6600,
0071,衢州职业技术学院,504,金融管理,3,浙江,衢州,高职(专科),70,不提科目要求,6000,
0071,衢州职业技术学院,505,计算机应用技术,3,浙江,衢州,高职(专科),80,"生物,历史,技术(3门科目考生选考其中一门即可报考)",6600,
0071,衢州职业技术学院,506,连锁经营管理,3,浙江,衢州,高职(专科),70,不提科目要求,6000,
0071,衢州职业技术学院,507,应用英语,3,浙江,衢州,高职(专科),70,不提科目要求,6000,
0071,衢州职业技术学院,508,休闲体育,3,浙江,衢州,高职(专科),30,不提科目要求,6000,
0071,衢州职业技术学院,509,机电一体化技术,3,浙江,衢州,高职(专科),70,"物理,地理,技术(3门科目考生选考其中一门即可报考)",6600,
0071,衢州职业技术学院,511,汽车营销与服务,3,浙江,衢州,高职(专科),70,"物理,思想政治,技术(3门科目考生选考其中一门即可报考)",6600,
0071,衢州职业技术学院,512,机械制造与自动化,3,浙江,衢州,高职(专科),35,"物理,地理,技术(3门科目考生选考其中一门即可报考)",6600,
0071,衢州职业技术学院,513,助产,3,浙江,衢州,高职(专科),100,"生物,地理,技术(3门科目考生选考其中一门即可报考)",7500,
0071,衢州职业技术学院,515,摄影摄像技术,3,浙江,衢州,高职(专科),40,不提科目要求,9000,
0071,衢州职业技术学院,516,艺术设计,3,浙江,衢州,高职(专科),40,不提科目要求,9000,
0071,衢州职业技术学院,517,会计,3,浙江,衢州,高职(专科),80,不提科目要求,6900,
0071,衢州职业技术学院,518,市场营销,3,浙江,衢州,高职(专科),70,不提科目要求,6000,
0071,衢州职业技术学院,519,护理,3,浙江,衢州,高职(专科),200,"生物,历史,技术(3门科目考生选考其中一门即可报考)",7500,
0072,丽水职业技术学院,501,商务英语,3,浙江,丽水,高职(专科),53,不提科目要求,6000,白云校区。
0072,丽水职业技术学院,502,计算机网络技术,3,浙江,丽水,高职(专科),25,不提科目要求,6600,白云校区。
0072,丽水职业技术学院,503,旅游管理,3,浙江,丽水,高职(专科),20,不提科目要求,6000,白云校区。
0072,丽水职业技术学院,504,市场营销,3,浙江,丽水,高职(专科),22,不提科目要求,6900,白云校区。
0072,丽水职业技术学院,505,物流管理,3,浙江,丽水,高职(专科),22,不提科目要求,6000,白云校区。
0072,丽水职业技术学院,506,文秘,3,浙江,丽水,高职(专科),31,不提科目要求,6000,白云校区。
0072,丽水职业技术学院,507,国际经济与贸易,3,浙江,丽水,高职(专科),49,不提科目要求,6000,白云校区。
0072,丽水职业技术学院,508,建筑工程技术,3,浙江,丽水,高职(专科),40,不提科目要求,7590,白云校区。
0072,丽水职业技术学院,509,工程造价,3,浙江,丽水,高职(专科),86,不提科目要求,7590,白云校区。
0072,丽水职业技术学院,510,模具设计与制造,3,浙江,丽水,高职(专科),27,不提科目要求,6600,绿谷校区。
0072,丽水职业技术学院,511,工业机器人技术,3,浙江,丽水,高职(专科),27,不提科目要求,6600,绿谷校区。
0072,丽水职业技术学院,512,电子信息工程技术,3,浙江,丽水,高职(专科),22,不提科目要求,6600,绿谷校区。
0072,丽水职业技术学院,513,机电一体化技术,3,浙江,丽水,高职(专科),22,不提科目要求,7590,绿谷校区。
0072,丽水职业技术学院,514,会计,3,浙江,丽水,高职(专科),93,不提科目要求,6900,白云校区。
0072,丽水职业技术学院,515,投资与理财,3,浙江,丽水,高职(专科),45,不提科目要求,6000,白云校区。
0072,丽水职业技术学院,516,绿色食品生产与检验,3,浙江,丽水,高职(专科),35,"化学,生物,地理(3门科目考生选考其中一门即可报考)",免学费,白云校区。
0072,丽水职业技术学院,517,林业技术,3,浙江,丽水,高职(专科),25,"生物,历史,地理(3门科目考生选考其中一门即可报考)",免学费,白云校区。
0072,丽水职业技术学院,518,园艺技术,3,浙江,丽水,高职(专科),30,"化学,生物,地理(3门科目考生选考其中一门即可报考)",免学费,白云校区。
0072,丽水职业技术学院,519,数控技术,3,浙江,丽水,高职(专科),27,不提科目要求,6600,绿谷校区。
0072,丽水职业技术学院,520,建筑室内设计,3,浙江,丽水,高职(专科),78,不提科目要求,7590,白云校区。
0072,丽水职业技术学院,521,园林技术,3,浙江,丽水,高职(专科),25,不提科目要求,6300,白云校区。
0072,丽水职业技术学院,522,工程测量技术,3,浙江,丽水,高职(专科),38,不提科目要求,6600,白云校区。
0072,丽水职业技术学院,523,园林工程技术,3,浙江,丽水,高职(专科),35,不提科目要求,6600,白云校区。
0072,丽水职业技术学院,524,税务,3,浙江,丽水,高职(专科),77,不提科目要求,6000,白云校区。
0072,丽水职业技术学院,525,大数据技术与应用,3,浙江,丽水,高职(专科),56,不提科目要求,6600,白云校区。
0074,宁波财经学院(民办学校),001,财务管理,4,浙江,宁波,本科,113,不提科目要求,28000,前两年在宁波杭州湾校区，后两年在本部校区。
0074,宁波财经学院(民办学校),002,财务管理(中美2+2学分互认班),4,浙江,宁波,本科,30,不提科目要求,31000,前两年在宁波杭州湾校区，后两年在本部校区。
0074,宁波财经学院(民办学校),003,会计学,4,浙江,宁波,本科,165,不提科目要求,28000,前两年在宁波杭州湾校区，后两年在本部校区。
0074,宁波财经学院(民办学校),004,电子商务,4,浙江,宁波,本科,235,不提科目要求,28000,前两年在宁波杭州湾校区，后两年在本部校区。
0074,宁波财经学院(民办学校),005,工商管理(创业管理方向),4,浙江,宁波,本科,90,不提科目要求,28000,前两年在宁波杭州湾校区，后两年在本部校区。
0074,宁波财经学院(民办学校),006,工商管理,4,浙江,宁波,本科,145,不提科目要求,28000,前两年在宁波杭州湾校区，后两年在本部校区。
0074,宁波财经学院(民办学校),007,物流管理,4,浙江,宁波,本科,125,不提科目要求,25000,前两年在宁波杭州湾校区，后两年在本部校区。
0074,宁波财经学院(民办学校),008,审计学,4,浙江,宁波,本科,90,不提科目要求,28000,前两年在宁波杭州湾校区，后两年在本部校区。
0074,宁波财经学院(民办学校),009,国际经济与贸易,4,浙江,宁波,本科,125,不提科目要求,28000,前两年在宁波杭州湾校区，后两年在本部校区。
0074,宁波财经学院(民办学校),010,国际经济与贸易(大宗商品交易方向),4,浙江,宁波,本科,70,不提科目要求,28000,前两年在宁波杭州湾校区，后两年在本部校区。
0074,宁波财经学院(民办学校),011,国际商务,4,浙江,宁波,本科,90,不提科目要求,28000,前两年在宁波杭州湾校区，后两年在本部校区。
0074,宁波财经学院(民办学校),012,广播电视编导(中韩2+2学分互认班),4,浙江,宁波,本科,10,不提科目要求,36000,象山校区。
0074,宁波财经学院(民办学校),013,广播电视编导,4,浙江,宁波,本科,10,不提科目要求,33000,象山校区。
0074,宁波财经学院(民办学校),014,戏剧影视文学,4,浙江,宁波,本科,18,不提科目要求,30000,象山校区。
0074,宁波财经学院(民办学校),015,广告学,4,浙江,宁波,本科,50,不提科目要求,25000,第一学期在本部校区，第二至第八学期在象山校区。
0074,宁波财经学院(民办学校),016,广播电视学,4,浙江,宁波,本科,65,不提科目要求,25000,第一学期在本部校区，第二至第八学期在象山校区。
0074,宁波财经学院(民办学校),017,英语,4,浙江,宁波,本科,80,不提科目要求,25000,第一年在宁波杭州湾校区，后三年在本部校区。
0074,宁波财经学院(民办学校),018,商务英语,4,浙江,宁波,本科,120,不提科目要求,25000,第一年在宁波杭州湾校区，后三年在本部校区。
0074,宁波财经学院(民办学校),019,日语,4,浙江,宁波,本科,62,不提科目要求,25000,第一年在宁波杭州湾校区，后三年在本部校区。
0074,宁波财经学院(民办学校),020,汉语国际教育,4,浙江,宁波,本科,70,不提科目要求,25000,第一年在宁波杭州湾校区，后三年在本部校区。
0074,宁波财经学院(民办学校),021,秘书学,4,浙江,宁波,本科,50,不提科目要求,25000,第一年在宁波杭州湾校区，后三年在本部校区。
0074,宁波财经学院(民办学校),022,文化产业管理,4,浙江,宁波,本科,60,不提科目要求,25000,第一年在宁波杭州湾校区，后三年在本部校区。
0074,宁波财经学院(民办学校),023,工业工程,4,浙江,宁波,本科,90,不提科目要求,25000,第一年在宁波杭州湾校区，后三年在本部校区。
0074,宁波财经学院(民办学校),026,市场营销,4,浙江,宁波,本科,130,不提科目要求,25000,前两年在宁波杭州湾校区，后两年在本部校区。
0074,宁波财经学院(民办学校),028,金融工程,4,浙江,宁波,本科,115,不提科目要求,28000,前两年在宁波杭州湾校区，后两年在本部校区。
0074,宁波财经学院(民办学校),501,广播影视节目制作,3,浙江,宁波,高职(专科),45,不提科目要求,16000,第一学期在本部校区，第二至第六学期在象山校区。
0074,宁波财经学院(民办学校),502,播音与主持,3,浙江,宁波,高职(专科),10,不提科目要求,16000,象山校区。
0074,宁波财经学院(民办学校),503,戏剧影视表演,3,浙江,宁波,高职(专科),20,不提科目要求,20000,象山校区。
0074,宁波财经学院(民办学校),504,传播与策划,3,浙江,宁波,高职(专科),110,不提科目要求,16000,第一学期在本部校区，第二至第六学期在象山校区。
0074,宁波财经学院(民办学校),505,摄影与摄像艺术,3,浙江,宁波,高职(专科),20,不提科目要求,16000,第一学期在本部校区，第二至第六学期在象山校区。
0075,台州科技职业学院,501,园艺技术,3,浙江,黄岩,高职(专科),79,不提科目要求,免学费,
0075,台州科技职业学院,506,园林工程技术,3,浙江,黄岩,高职(专科),41,"生物,历史,技术(3门科目考生选考其中一门即可报考)",6600,
0075,台州科技职业学院,507,汽车检测与维修技术,3,浙江,黄岩,高职(专科),64,不提科目要求,6600,
0075,台州科技职业学院,509,信息安全与管理,3,浙江,黄岩,高职(专科),84,不提科目要求,6600,
0075,台州科技职业学院,514,物流管理,3,浙江,黄岩,高职(专科),83,"思想政治,地理,技术(3门科目考生选考其中一门即可报考)",6000,
0075,台州科技职业学院,515,互联网金融,3,浙江,黄岩,高职(专科),41,"历史,地理,技术(3门科目考生选考其中一门即可报考)",6900,
0075,台州科技职业学院,516,投资与理财,3,浙江,黄岩,高职(专科),41,"历史,地理,技术(3门科目考生选考其中一门即可报考)",6000,
0075,台州科技职业学院,517,保险,3,浙江,黄岩,高职(专科),41,"思想政治,历史,技术(3门科目考生选考其中一门即可报考)",6000,
0075,台州科技职业学院,518,市场营销,3,浙江,黄岩,高职(专科),121,"思想政治,地理,技术(3门科目考生选考其中一门即可报考)",6900,
0075,台州科技职业学院,519,电信服务与管理,3,浙江,黄岩,高职(专科),59,不提科目要求,6600,
0075,台州科技职业学院,520,会计,3,浙江,黄岩,高职(专科),68,"历史,地理,技术(3门科目考生选考其中一门即可报考)",6900,
0075,台州科技职业学院,521,工业设计,3,浙江,黄岩,高职(专科),44,"物理,历史,技术(3门科目考生选考其中一门即可报考)",6600,
0075,台州科技职业学院,522,文秘,3,浙江,黄岩,高职(专科),40,不提科目要求,6000,
0075,台州科技职业学院,523,酒店管理,3,浙江,黄岩,高职(专科),21,"历史,地理,技术(3门科目考生选考其中一门即可报考)",6000,
0075,台州科技职业学院,524,学前教育(师范),3,浙江,黄岩,高职(专科),108,不提科目要求,6900,
0075,台州科技职业学院,525,人工智能技术服务,3,浙江,黄岩,高职(专科),44,"物理,思想政治,技术(3门科目考生选考其中一门即可报考)",6600,
0075,台州科技职业学院,526,商务英语,3,浙江,黄岩,高职(专科),74,"思想政治,地理,技术(3门科目考生选考其中一门即可报考)",6000,
0075,台州科技职业学院,527,旅游管理,3,浙江,黄岩,高职(专科),40,"历史,地理,技术(3门科目考生选考其中一门即可报考)",6000,
0076,杭州科技职业技术学院,501,学前教育(师范),3,浙江,杭州,高职(专科),176,不提科目要求,6900,第一年在严州校区就读，后两年在高桥校区就读。
0076,杭州科技职业技术学院,502,机电一体化技术(智能管控与运维方向),3,浙江,杭州,高职(专科),40,"物理,历史,技术(3门科目考生选考其中一门即可报考)",6600,
0076,杭州科技职业技术学院,503,工业机器人技术,3,浙江,杭州,高职(专科),70,不提科目要求,6600,
0076,杭州科技职业技术学院,504,市政工程技术(轨道交通方向),3,浙江,杭州,高职(专科),75,"物理,历史,技术(3门科目考生选考其中一门即可报考)",7500,
0076,杭州科技职业技术学院,505,计算机类,3,浙江,杭州,高职(专科),55,"物理,历史,技术(3门科目考生选考其中一门即可报考)",6600,含计算机应用技术(数字媒体制作方向)、计算机应用技术(网站开发方向)、计算机应用技术(5G应用服务方向)、电子商务技术专业。入学1年后分专业学习。
0076,杭州科技职业技术学院,506,应用电子技术,3,浙江,杭州,高职(专科),40,"物理,历史,技术(3门科目考生选考其中一门即可报考)",7500,
0076,杭州科技职业技术学院,507,模具设计与制造(增材制造技术方向),3,浙江,杭州,高职(专科),40,"物理,历史,技术(3门科目考生选考其中一门即可报考)",7500,
0076,杭州科技职业技术学院,508,物联网应用技术(人工智能系统运维方向),3,浙江,杭州,高职(专科),40,"物理,历史,技术(3门科目考生选考其中一门即可报考)",6600,
0076,杭州科技职业技术学院,509,工程造价,3,浙江,杭州,高职(专科),60,不提科目要求,6000,
0076,杭州科技职业技术学院,510,建筑工程技术(智慧建造技术方向),3,浙江,杭州,高职(专科),50,"物理,历史,技术(3门科目考生选考其中一门即可报考)",6600,
0076,杭州科技职业技术学院,511,会展策划与管理,3,浙江,杭州,高职(专科),70,不提科目要求,6000,
0076,杭州科技职业技术学院,512,酒店管理,3,浙江,杭州,高职(专科),76,不提科目要求,6000,
0076,杭州科技职业技术学院,513,研学旅行管理与服务,3,浙江,杭州,高职(专科),50,不提科目要求,6000,
0076,杭州科技职业技术学院,514,建筑设计,3,浙江,杭州,高职(专科),35,"物理,历史,地理(3门科目考生选考其中一门即可报考)",6600,
0076,杭州科技职业技术学院,515,建筑装饰工程技术,3,浙江,杭州,高职(专科),70,"物理,历史,技术(3门科目考生选考其中一门即可报考)",6600,
0076,杭州科技职业技术学院,516,国际商务(电商贸易方向),3,浙江,杭州,高职(专科),70,不提科目要求,6000,
0076,杭州科技职业技术学院,517,会计,3,浙江,杭州,高职(专科),120,不提科目要求,6900,
0076,杭州科技职业技术学院,518,市政工程技术(道路桥梁方向),3,浙江,杭州,高职(专科),50,"物理,历史,技术(3门科目考生选考其中一门即可报考)",7500,
0077,杭州万向职业技术学院(民办学校),503,城市轨道交通运营管理,3,浙江,杭州,高职(专科),120,"物理,地理,技术(3门科目考生选考其中一门即可报考)",15800,
0077,杭州万向职业技术学院(民办学校),505,绿色食品生产与检验,3,浙江,杭州,高职(专科),121,不提科目要求,12800,浙江户籍考生学费6500元/年。
0077,杭州万向职业技术学院(民办学校),506,大数据技术与应用,3,浙江,杭州,高职(专科),30,不提科目要求,14800,
0077,杭州万向职业技术学院(民办学校),507,康复工程技术,3,浙江,杭州,高职(专科),46,不提科目要求,12800,
0077,杭州万向职业技术学院(民办学校),508,护理(康复护理方向),3,浙江,杭州,高职(专科),53,不提科目要求,14800,
0077,杭州万向职业技术学院(民办学校),509,老年服务与管理,3,浙江,杭州,高职(专科),17,不提科目要求,12800,
0077,杭州万向职业技术学院(民办学校),510,酒店管理,3,浙江,杭州,高职(专科),78,不提科目要求,12800,
0077,杭州万向职业技术学院(民办学校),511,服装设计与工艺,3,浙江,杭州,高职(专科),56,不提科目要求,12800,
0077,杭州万向职业技术学院(民办学校),512,环境监测与控制技术,3,浙江,杭州,高职(专科),52,不提科目要求,12800,
0077,杭州万向职业技术学院(民办学校),513,工业设计,3,浙江,杭州,高职(专科),39,不提科目要求,14200,
0077,杭州万向职业技术学院(民办学校),514,工商企业管理,3,浙江,杭州,高职(专科),90,"思想政治,历史,地理(3门科目考生选考其中一门即可报考)",14800,
0077,杭州万向职业技术学院(民办学校),515,工商企业管理(创业管理方向),3,浙江,杭州,高职(专科),87,"思想政治,历史,地理(3门科目考生选考其中一门即可报考)",14800,
0077,杭州万向职业技术学院(民办学校),516,国际贸易实务,3,浙江,杭州,高职(专科),27,"历史,地理,技术(3门科目考生选考其中一门即可报考)",14800,
0077,杭州万向职业技术学院(民办学校),517,跨境电子商务,3,浙江,杭州,高职(专科),27,不提科目要求,14800,
0077,杭州万向职业技术学院(民办学校),518,会计,3,浙江,杭州,高职(专科),64,不提科目要求,15800,
0078,嘉兴南洋职业技术学院(民办学校),501,城市轨道交通运营管理,3,浙江,嘉兴,高职(专科),150,不提科目要求,12950,
0078,嘉兴南洋职业技术学院(民办学校),502,工商企业管理,3,浙江,嘉兴,高职(专科),60,不提科目要求,12950,
0078,嘉兴南洋职业技术学院(民办学校),503,建筑工程技术,3,浙江,嘉兴,高职(专科),60,不提科目要求,12950,
0078,嘉兴南洋职业技术学院(民办学校),504,工程造价,3,浙江,嘉兴,高职(专科),60,不提科目要求,12950,
0078,嘉兴南洋职业技术学院(民办学校),505,视觉传播设计与制作,3,浙江,嘉兴,高职(专科),80,不提科目要求,12950,
0078,嘉兴南洋职业技术学院(民办学校),506,数字媒体应用技术,3,浙江,嘉兴,高职(专科),60,不提科目要求,12950,
0078,嘉兴南洋职业技术学院(民办学校),507,产品艺术设计,3,浙江,嘉兴,高职(专科),80,不提科目要求,12950,
0078,嘉兴南洋职业技术学院(民办学校),508,建筑智能化工程技术,3,浙江,嘉兴,高职(专科),50,不提科目要求,12950,
0078,嘉兴南洋职业技术学院(民办学校),509,船舶工程技术(中外合作办学),3,浙江,嘉兴,高职(专科),50,不提科目要求,16000,
0078,嘉兴南洋职业技术学院(民办学校),510,人工智能技术服务,3,浙江,嘉兴,高职(专科),105,不提科目要求,14800,
0078,嘉兴南洋职业技术学院(民办学校),511,城市轨道交通机电技术,3,浙江,嘉兴,高职(专科),100,不提科目要求,12950,
0078,嘉兴南洋职业技术学院(民办学校),512,电子竞技运动与管理,3,浙江,嘉兴,高职(专科),50,不提科目要求,14000,
0078,嘉兴南洋职业技术学院(民办学校),513,应用韩语,3,浙江,嘉兴,高职(专科),50,不提科目要求,12000,
0078,嘉兴南洋职业技术学院(民办学校),514,老年服务与管理,3,浙江,嘉兴,高职(专科),50,不提科目要求,13800,
0078,嘉兴南洋职业技术学院(民办学校),515,幼儿发展与健康管理,3,浙江,嘉兴,高职(专科),100,不提科目要求,13800,
0078,嘉兴南洋职业技术学院(民办学校),516,计算机应用技术,3,浙江,嘉兴,高职(专科),110,不提科目要求,12000,
0078,嘉兴南洋职业技术学院(民办学校),517,商务英语,3,浙江,嘉兴,高职(专科),100,不提科目要求,11000,
0078,嘉兴南洋职业技术学院(民办学校),518,互联网金融,3,浙江,嘉兴,高职(专科),60,不提科目要求,12950,
0078,嘉兴南洋职业技术学院(民办学校),519,工业设计,3,浙江,嘉兴,高职(专科),40,不提科目要求,12950,
0078,嘉兴南洋职业技术学院(民办学校),520,移动商务,3,浙江,嘉兴,高职(专科),70,不提科目要求,12950,
0085,温州科技职业学院,501,会计,3,浙江,温州,高职(专科),140,不提科目要求,6900,
