院校代码,院校名称,专业代码,专业名称,学制,省,城市,本专科,计划数,选考科目要求,收费标准,备注
0185,同济大学浙江学院(独立学院),006,电子信息工程,4,浙江,嘉兴,本科,33,物理(1门科目考生必须选考方可报考),20000,
0185,同济大学浙江学院(独立学院),007,机械电子工程,4,浙江,嘉兴,本科,25,物理(1门科目考生必须选考方可报考),20000,
0185,同济大学浙江学院(独立学院),008,汽车服务工程,4,浙江,嘉兴,本科,20,物理(1门科目考生必须选考方可报考),20000,
0185,同济大学浙江学院(独立学院),009,医学影像技术,4,浙江,嘉兴,本科,40,"物理,化学(2门科目考生选考其中一门即可报考)",27750,
0185,同济大学浙江学院(独立学院),010,建筑环境与能源应用工程,4,浙江,嘉兴,本科,25,物理(1门科目考生必须选考方可报考),27750,
0185,同济大学浙江学院(独立学院),011,材料科学与工程,4,浙江,嘉兴,本科,18,化学(1门科目考生必须选考方可报考),20000,
0185,同济大学浙江学院(独立学院),012,交通工程,4,浙江,嘉兴,本科,36,"物理,化学,技术(3门科目考生选考其中一门即可报考)",27750,
0185,同济大学浙江学院(独立学院),013,交通运输,4,浙江,嘉兴,本科,23,"物理,化学,技术(3门科目考生选考其中一门即可报考)",20000,
0185,同济大学浙江学院(独立学院),014,机械设计制造及其自动化,4,浙江,嘉兴,本科,25,物理(1门科目考生必须选考方可报考),27750,
0185,同济大学浙江学院(独立学院),015,车辆工程,4,浙江,嘉兴,本科,29,物理(1门科目考生必须选考方可报考),27750,
0185,同济大学浙江学院(独立学院),016,工商管理,4,浙江,嘉兴,本科,24,不提科目要求,24750,
0185,同济大学浙江学院(独立学院),017,金融工程,4,浙江,嘉兴,本科,28,不提科目要求,24750,
0185,同济大学浙江学院(独立学院),018,行政管理,4,浙江,嘉兴,本科,18,不提科目要求,24750,
0185,同济大学浙江学院(独立学院),019,文化产业管理,4,浙江,嘉兴,本科,36,不提科目要求,18000,
0185,同济大学浙江学院(独立学院),020,建筑电气与智能化,4,浙江,嘉兴,本科,22,物理(1门科目考生必须选考方可报考),20000,
0185,同济大学浙江学院(独立学院),021,国际经济与贸易,4,浙江,嘉兴,本科,33,不提科目要求,24750,
0185,同济大学浙江学院(独立学院),022,计算机科学与技术,4,浙江,嘉兴,本科,40,物理(1门科目考生必须选考方可报考),20000,
0185,同济大学浙江学院(独立学院),023,通信工程,4,浙江,嘉兴,本科,15,物理(1门科目考生必须选考方可报考),20000,
0185,同济大学浙江学院(独立学院),024,电气工程及其自动化,4,浙江,嘉兴,本科,26,物理(1门科目考生必须选考方可报考),20000,
0185,同济大学浙江学院(独立学院),025,轨道交通信号与控制,4,浙江,嘉兴,本科,32,物理(1门科目考生必须选考方可报考),27750,
0185,同济大学浙江学院(独立学院),026,商务英语,4,浙江,嘉兴,本科,50,不提科目要求,18000,要求高考外语成绩不低于100分。
0185,同济大学浙江学院(独立学院),027,审计学,4,浙江,嘉兴,本科,30,不提科目要求,24750,
0185,同济大学浙江学院(独立学院),028,德语,4,浙江,嘉兴,本科,30,不提科目要求,18000,要求高考外语成绩不低于100分。
0185,同济大学浙江学院(独立学院),029,英语,4,浙江,嘉兴,本科,26,不提科目要求,18000,要求高考外语成绩不低于100分。
0185,同济大学浙江学院(独立学院),030,会计学,4,浙江,嘉兴,本科,81,不提科目要求,24750,
0185,同济大学浙江学院(独立学院),031,宝石及材料工艺学,4,浙江,嘉兴,本科,23,化学(1门科目考生必须选考方可报考),27750,
0186,上海财经大学浙江学院(独立学院),001,经济学,4,浙江,金华,本科,48,不提科目要求,18000,
0186,上海财经大学浙江学院(独立学院),002,经济统计学,4,浙江,金华,本科,24,不提科目要求,18000,
0186,上海财经大学浙江学院(独立学院),003,财务管理,4,浙江,金华,本科,72,不提科目要求,24750,
0186,上海财经大学浙江学院(独立学院),004,国际商务,4,浙江,金华,本科,20,不提科目要求,18000,
0186,上海财经大学浙江学院(独立学院),005,会计学(国际会计ACCA),4,浙江,金华,本科,50,不提科目要求,24750,
0186,上海财经大学浙江学院(独立学院),006,会计学,4,浙江,金华,本科,100,不提科目要求,24750,
0186,上海财经大学浙江学院(独立学院),007,会计学(注册会计),4,浙江,金华,本科,50,不提科目要求,24750,
0186,上海财经大学浙江学院(独立学院),008,市场营销,4,浙江,金华,本科,20,不提科目要求,18000,
0186,上海财经大学浙江学院(独立学院),009,工商管理(创业管理),4,浙江,金华,本科,10,不提科目要求,22000,
0186,上海财经大学浙江学院(独立学院),010,工商管理,4,浙江,金华,本科,48,不提科目要求,22000,
0186,上海财经大学浙江学院(独立学院),011,数据科学与大数据技术,4,浙江,金华,本科,24,物理(1门科目考生必须选考方可报考),24750,
0186,上海财经大学浙江学院(独立学院),012,应用统计学(金融统计),4,浙江,金华,本科,48,"物理,化学,生物(3门科目考生选考其中一门即可报考)",18000,
0186,上海财经大学浙江学院(独立学院),013,商务英语,4,浙江,金华,本科,35,不提科目要求,22000,
0186,上海财经大学浙江学院(独立学院),014,投资学,4,浙江,金华,本科,45,不提科目要求,18000,
0186,上海财经大学浙江学院(独立学院),015,金融学,4,浙江,金华,本科,137,不提科目要求,24750,
0186,上海财经大学浙江学院(独立学院),016,国际经济与贸易,4,浙江,金华,本科,45,不提科目要求,22000,
0186,上海财经大学浙江学院(独立学院),017,会展经济与管理,4,浙江,金华,本科,24,不提科目要求,22000,
0186,上海财经大学浙江学院(独立学院),018,物流管理,4,浙江,金华,本科,20,不提科目要求,18000,
0186,上海财经大学浙江学院(独立学院),019,人力资源管理,4,浙江,金华,本科,20,不提科目要求,18000,
0186,上海财经大学浙江学院(独立学院),020,电子商务,4,浙江,金华,本科,48,不提科目要求,24750,
0232,浙江舟山群岛新区旅游与健康职业学院,501,护理,3,浙江,舟山,高职(专科),105,不提科目要求,7500,
0232,浙江舟山群岛新区旅游与健康职业学院,502,电子商务,3,浙江,舟山,高职(专科),96,不提科目要求,6000,
0232,浙江舟山群岛新区旅游与健康职业学院,503,健康管理,3,浙江,舟山,高职(专科),75,不提科目要求,6000,
0232,浙江舟山群岛新区旅游与健康职业学院,504,酒店管理,3,浙江,舟山,高职(专科),47,不提科目要求,6000,
0232,浙江舟山群岛新区旅游与健康职业学院,505,导游,3,浙江,舟山,高职(专科),47,不提科目要求,6000,
0259,浙江大学医学院,001,药学类,4,浙江,杭州,本科,50,"化学,生物(2门科目考生均须选考方可报考)",6000,含药学专业。
0259,浙江大学医学院,002,医学试验班类,5,浙江,杭州,本科,39,"化学,生物(2门科目考生均须选考方可报考)",6000,含临床医学、口腔医学专业。
0259,浙江大学医学院,003,医学试验班类(5+3一体化),5,浙江,杭州,本科,84,"化学,生物(2门科目考生均须选考方可报考)",6000,含临床医学、口腔医学、临床医学(儿科方向)专业。
0259,浙江大学医学院,004,预防医学,5,浙江,杭州,本科,38,"化学,生物(2门科目考生均须选考方可报考)",6000,
1102,北京城市学院(民办学校),002,工商管理类,4,北京,北京,本科,2,不提科目要求,23800,顺义校区。含会计学、工商管理、人力资源管理、文化产业管理专业。
1102,北京城市学院(民办学校),003,软件工程,4,北京,北京,本科,2,物理(1门科目考生必须选考方可报考),26800,顺义校区。
1102,北京城市学院(民办学校),004,计算机科学与技术,4,北京,北京,本科,1,物理(1门科目考生必须选考方可报考),26800,顺义校区。
1102,北京城市学院(民办学校),005,数据科学与大数据技术,4,北京,北京,本科,3,物理(1门科目考生必须选考方可报考),26800,顺义校区。
1102,北京城市学院(民办学校),006,机械类,4,北京,北京,本科,1,物理(1门科目考生必须选考方可报考),23800,顺义校区。含机械电子工程、车辆工程专业。
1102,北京城市学院(民办学校),007,法学,4,北京,北京,本科,1,不提科目要求,23800,航天城校区。
1102,北京城市学院(民办学校),008,电子信息类,4,北京,北京,本科,1,物理(1门科目考生必须选考方可报考),23800,顺义校区。含电子信息工程、通信工程专业。
1102,北京城市学院(民办学校),009,土木工程(含三维协同设计、5D项目管理方向),4,北京,北京,本科,2,物理(1门科目考生必须选考方可报考),23800,顺义校区。
1102,北京城市学院(民办学校),010,旅游管理类,4,北京,北京,本科,1,不提科目要求,23800,顺义校区。含旅游管理、会展经济与管理专业。
1102,北京城市学院(民办学校),011,康复治疗学,4,北京,北京,本科,2,"物理,化学,生物(3门科目考生选考其中一门即可报考)",23800,航天城校区。
1102,北京城市学院(民办学校),012,金融学,4,北京,北京,本科,1,不提科目要求,23800,顺义校区。
1102,北京城市学院(民办学校),013,地理信息科学,4,北京,北京,本科,2,物理(1门科目考生必须选考方可报考),23800,顺义校区。
1102,北京城市学院(民办学校),014,工程造价,4,北京,北京,本科,2,物理(1门科目考生必须选考方可报考),23800,顺义校区。
1102,北京城市学院(民办学校),015,风景园林,4,北京,北京,本科,2,"物理,历史,地理(3门科目考生选考其中一门即可报考)",23800,顺义校区。
1102,北京城市学院(民办学校),016,学前教育,4,北京,北京,本科,1,不提科目要求,23800,顺义校区。
1102,北京城市学院(民办学校),017,建筑学,4,北京,北京,本科,2,"物理,历史,地理(3门科目考生选考其中一门即可报考)",23800,顺义校区。
1102,北京城市学院(民办学校),018,城乡规划,4,北京,北京,本科,2,"物理,历史,地理(3门科目考生选考其中一门即可报考)",23800,顺义校区。
1102,北京城市学院(民办学校),019,社会工作,4,北京,北京,本科,1,不提科目要求,23800,航天城校区。
1102,北京城市学院(民办学校),020,工业设计,4,北京,北京,本科,1,物理(1门科目考生必须选考方可报考),23800,顺义校区。
1103,北京大学,003,中国语言文学类,4,北京,北京,本科,1,不提科目要求,5000,含汉语言文学、汉语言、古典文献学、应用语言学专业。
1103,北京大学,004,国际政治(国政、外交学、国际政经),4,北京,北京,本科,1,不提科目要求,5000,
1103,北京大学,005,社会学类,4,北京,北京,本科,1,不提科目要求,5000,含社会学、社会工作专业。
1103,北京大学,006,法学,4,北京,北京,本科,2,不提科目要求,5000,
1103,北京大学,007,经济学类,4,北京,北京,本科,2,不提科目要求,5000,含经济学、金融学、国际经济与贸易、保险学(风险管理与保险)、财政学、资源与环境经济学专业。
1103,北京大学,008,工商管理类,4,北京,北京,本科,2,不提科目要求,5000,含金融学、金融学(金融经济学)、会计学、市场营销专业。
1103,北京大学,009,英语,4,北京,北京,本科,1,不提科目要求,5000,
1103,北京大学,010,城乡规划,4,北京,北京,本科,1,不提科目要求,5000,
1103,北京大学,011,公共管理类,4,北京,北京,本科,1,不提科目要求,5000,含政治学与行政学、城市管理、行政管理专业。
1103,北京大学,012,数学类,4,北京,北京,本科,2,物理(1门科目考生必须选考方可报考),5000,含数学与应用数学(数学)、数学与应用数学(概率统计)、数学与应用数学(科学与工程计算)、数学与应用数学(信息科学)、数学与应用数学(金融)专业。
1103,北京大学,013,物理学类,4,北京,北京,本科,2,物理(1门科目考生必须选考方可报考),5000,含物理学、大气科学(大气与海洋)专业。
1103,北京大学,014,天文学,4,北京,北京,本科,1,物理(1门科目考生必须选考方可报考),5000,
1103,北京大学,015,电子信息类,4,北京,北京,本科,2,物理(1门科目考生必须选考方可报考),5300,含电子信息科学与技术、微电子科学与工程专业。
1103,北京大学,016,计算机类,4,北京,北京,本科,3,物理(1门科目考生必须选考方可报考),5300,含计算机科学与技术、智能科学与技术专业。
1103,北京大学,017,环境科学(环境、生态、地理与资源环境),4,北京,北京,本科,1,"物理,化学(2门科目考生选考其中一门即可报考)",5000,
1103,北京大学,018,环境科学与工程类,4,北京,北京,本科,1,"物理,化学(2门科目考生选考其中一门即可报考)",5000,含环境科学、环境工程、环境科学(环境管理)专业。
1103,北京大学,019,心理学类,4,北京,北京,本科,1,物理(1门科目考生必须选考方可报考),5000,含心理学、应用心理学专业。
1103,北京大学,020,理科试验班类,4,北京,北京,本科,6,物理(1门科目考生必须选考方可报考),5300,含数学类、物理学类、天文学、地球物理学类、心理学类、计算机类、电子信息类专业。
1104,北京大学医学部,001,英语(医学英语),5,北京,北京,本科,2,不提科目要求,6000,
1104,北京大学医学部,002,基础医学,八年医,北京,北京,本科,2,"物理,化学(2门科目考生均须选考方可报考)",6000,
1104,北京大学医学部,003,药学,6,北京,北京,本科,1,"化学,生物(2门科目考生均须选考方可报考)",6000,
1104,北京大学医学部,004,预防医学,七年医,北京,北京,本科,1,"物理,化学(2门科目考生均须选考方可报考)",6000,
1104,北京大学医学部,005,口腔医学,八年医,北京,北京,本科,1,"物理,化学(2门科目考生均须选考方可报考)",6000,
1104,北京大学医学部,006,临床医学,5,北京,北京,本科,1,"物理,化学(2门科目考生均须选考方可报考)",6000,
1104,北京大学医学部,007,临床医学,八年医,北京,北京,本科,5,"物理,化学(2门科目考生均须选考方可报考)",6000,
1105,北京第二外国语学院,001,朝鲜语(人文交流),4,北京,北京,本科,2,不提科目要求,5000,
1105,北京第二外国语学院,002,葡萄牙语(经贸合作),4,北京,北京,本科,2,不提科目要求,5000,
1105,北京第二外国语学院,003,酒店管理(数字化运营与管理),4,北京,北京,本科,2,不提科目要求,4200,
1105,北京第二外国语学院,004,人文地理与城乡规划(旅游规划与开发),4,北京,北京,本科,2,"物理,化学,地理(3门科目考生选考其中一门即可报考)",4200,
1105,北京第二外国语学院,005,金融学(一带一路金融服务),4,北京,北京,本科,2,不提科目要求,4200,
1105,北京第二外国语学院,006,汉语言文学(多语复合),4,北京,北京,本科,2,不提科目要求,4200,
1105,北京第二外国语学院,007,英语(人文交流),4,北京,北京,本科,2,不提科目要求,5000,
1105,北京第二外国语学院,008,日语(动漫文创),4,北京,北京,本科,2,不提科目要求,5000,
1105,北京第二外国语学院,009,德语(人文交流),4,北京,北京,本科,2,不提科目要求,5000,
1105,北京第二外国语学院,010,西班牙语(旅游休闲),4,北京,北京,本科,2,不提科目要求,5000,
1105,北京第二外国语学院,011,意大利语(旅游休闲),4,北京,北京,本科,2,不提科目要求,5000,
1105,北京第二外国语学院,012,爱沙尼亚语(人文交流),4,北京,北京,本科,2,不提科目要求,5000,
1105,北京第二外国语学院,013,阿拉伯语(中东外交),4,北京,北京,本科,2,不提科目要求,5000,整班自费出国。
1105,北京第二外国语学院,014,翻译(中英法复语),4,北京,北京,本科,2,不提科目要求,5000,
1105,北京第二外国语学院,015,旅游管理(文化旅游与遗产管理),4,北京,北京,本科,2,不提科目要求,4200,
1106,北京第二外国语学院中瑞酒店管理学院(独立学院),001,健康服务与管理,4,北京,北京,本科,5,不提科目要求,49800,该专业与日本帝京科学大学合作开设。
1106,北京第二外国语学院中瑞酒店管理学院(独立学院),002,酒店管理(国际课程班),4,北京,北京,本科,10,不提科目要求,59800,该专业设置雅思为专业必修课，核心课程全英文授课。
1106,北京第二外国语学院中瑞酒店管理学院(独立学院),003,人力资源管理,4,北京,北京,本科,5,不提科目要求,49800,
1106,北京第二外国语学院中瑞酒店管理学院(独立学院),004,酒店管理,4,北京,北京,本科,22,不提科目要求,49800,
1106,北京第二外国语学院中瑞酒店管理学院(独立学院),005,财务管理,4,北京,北京,本科,6,不提科目要求,49800,
1106,北京第二外国语学院中瑞酒店管理学院(独立学院),006,市场营销,4,北京,北京,本科,2,不提科目要求,49800,
1107,北京电影学院,001,数字媒体技术,4,北京,北京,本科,2,物理(1门科目考生必须选考方可报考),4600,
1110,北京服装学院,001,工商管理类,4,北京,北京,本科,2,不提科目要求,4200,第一学年北校区、后三学年根据各校区学生宿舍资源情况调配安排。含工商管理、市场营销、会计学、文化产业管理专业。
1110,北京服装学院,002,高分子材料与工程,4,北京,北京,本科,3,化学(1门科目考生必须选考方可报考),4600,第一学年北校区、后三学年根据各校区学生宿舍资源情况调配安排。
1110,北京服装学院,003,工业设计,4,北京,北京,本科,1,物理(1门科目考生必须选考方可报考),4600,第一学年北校区、后三学年根据各校区学生宿舍资源情况调配安排。
1110,北京服装学院,004,信息管理与信息系统,4,北京,北京,本科,1,物理(1门科目考生必须选考方可报考),4200,第一学年北校区、后三学年根据各校区学生宿舍资源情况调配安排。
1110,北京服装学院,005,轻化工程,4,北京,北京,本科,3,"物理,化学(2门科目考生选考其中一门即可报考)",4600,第一学年北校区、后三学年根据各校区学生宿舍资源情况调配安排。
1110,北京服装学院,006,服装设计与工程,4,北京,北京,本科,2,"物理,化学(2门科目考生选考其中一门即可报考)",4600,第一学年北校区、后三学年根据各校区学生宿舍资源情况调配安排。
1111,北京工商大学,001,金融学类(财金实验班),4,北京,北京,本科,5,不提科目要求,4200,良乡校区。含金融学、金融工程、保险学、财政学专业。
1111,北京工商大学,002,食品科学与工程类,4,北京,北京,本科,5,"物理,化学(2门科目考生选考其中一门即可报考)",4600,良乡校区。含食品科学与工程、食品质量与安全专业。
1111,北京工商大学,003,新闻传播学类,4,北京,北京,本科,5,不提科目要求,4200,良乡校区。含新闻学、广告学专业。
1111,北京工商大学,004,化妆品技术与工程,4,北京,北京,本科,5,"物理,化学(2门科目考生选考其中一门即可报考)",4600,良乡校区。
1111,北京工商大学,005,工商管理类,4,北京,北京,本科,5,不提科目要求,4200,良乡校区。含工商管理、市场营销、人力资源管理专业。
1111,北京工商大学,006,大数据管理与应用,4,北京,北京,本科,5,物理(1门科目考生必须选考方可报考),4600,良乡校区。
1111,北京工商大学,007,经济与贸易类,4,北京,北京,本科,5,不提科目要求,4200,良乡校区。含经济学、贸易经济、国际经济与贸易(全英语教学实验班)专业。
1112,北京工商大学嘉华学院(独立学院),001,国际商务(国内方向、国际联合培养项目方向),4,北京,北京,本科,5,不提科目要求,69800,
1112,北京工商大学嘉华学院(独立学院),002,财务管理(国内方向、国际联合培养项目方向),4,北京,北京,本科,3,不提科目要求,69800,
1112,北京工商大学嘉华学院(独立学院),003,投资学(国内方向、国际联合培养项目方向),4,北京,北京,本科,3,不提科目要求,69800,
1112,北京工商大学嘉华学院(独立学院),004,金融工程(国内方向、国际联合培养项目方向),4,北京,北京,本科,5,不提科目要求,69800,
1112,北京工商大学嘉华学院(独立学院),005,金融学(国内方向、国际联合培养项目方向),4,北京,北京,本科,7,不提科目要求,69800,
1112,北京工商大学嘉华学院(独立学院),006,会计学(国内方向、国际联合培养项目方向),4,北京,北京,本科,7,不提科目要求,69800,
1112,北京工商大学嘉华学院(独立学院),007,审计学(国内方向、国际联合培养项目方向),4,北京,北京,本科,5,不提科目要求,69800,
1112,北京工商大学嘉华学院(独立学院),008,金融科技(国内方向、国际联合培养项目方向),4,北京,北京,本科,5,不提科目要求,69800,
1113,北京工业大学,001,数字媒体技术,4,北京,北京,本科,2,物理(1门科目考生必须选考方可报考),5000,第一年在通州校区，第二至四年在平乐园校区。
1113,北京工业大学,002,建筑学,5,北京,北京,本科,2,物理(1门科目考生必须选考方可报考),5000,平乐园校区。
1113,北京工业大学,003,土木类,4,北京,北京,本科,2,物理(1门科目考生必须选考方可报考),5000,含土木工程、给排水科学与工程、建筑环境与能源应用工程专业。第一年在通州校区，第二至四年在平乐园校区。
1113,北京工业大学,004,机械类,4,北京,北京,本科,2,物理(1门科目考生必须选考方可报考),5000,含机械工程、智能制造工程专业。第一年在通州校区，第二至四年在平乐园校区。
1113,北京工业大学,005,金融学(中外合作办学),4,北京,北京,本科,4,不提科目要求,75000,要求高考外语成绩不低于105分。
1113,北京工业大学,006,生物医学工程,4,北京,北京,本科,2,"物理,生物(2门科目考生选考其中一门即可报考)",5000,第一年在通州校区，第二至四年在平乐园校区。
1113,北京工业大学,007,物联网工程(中外合作办学),4,北京,北京,本科,2,物理(1门科目考生必须选考方可报考),75000,要求高考外语成绩不低于105分。
1113,北京工业大学,008,软件工程(中外合作办学),4,北京,北京,本科,4,物理(1门科目考生必须选考方可报考),75000,要求高考外语成绩不低于105分。
1114,北京工业大学耿丹学院(独立学院),001,工程管理,4,北京,北京,本科,1,物理(1门科目考生必须选考方可报考),46600,
1114,北京工业大学耿丹学院(独立学院),002,应用心理学,4,北京,北京,本科,1,不提科目要求,46600,
1114,北京工业大学耿丹学院(独立学院),003,金融工程,4,北京,北京,本科,2,不提科目要求,46600,
1114,北京工业大学耿丹学院(独立学院),004,社会工作,4,北京,北京,本科,1,不提科目要求,46600,
1114,北京工业大学耿丹学院(独立学院),005,国际经济与贸易,4,北京,北京,本科,4,不提科目要求,46600,
1114,北京工业大学耿丹学院(独立学院),006,工业设计,4,北京,北京,本科,1,物理(1门科目考生必须选考方可报考),46600,
1114,北京工业大学耿丹学院(独立学院),007,电子信息类,4,北京,北京,本科,2,物理(1门科目考生必须选考方可报考),46600,含电子信息工程、通信工程专业。
1114,北京工业大学耿丹学院(独立学院),008,数字媒体技术,4,北京,北京,本科,2,物理(1门科目考生必须选考方可报考),46600,
1114,北京工业大学耿丹学院(独立学院),009,建筑学,4,北京,北京,本科,1,物理(1门科目考生必须选考方可报考),46600,
1114,北京工业大学耿丹学院(独立学院),010,财务管理,4,北京,北京,本科,3,不提科目要求,46600,
1114,北京工业大学耿丹学院(独立学院),011,市场营销(品牌管理与策划),4,北京,北京,本科,2,不提科目要求,46600,
1114,北京工业大学耿丹学院(独立学院),012,城乡规划(国际班),4,北京,北京,本科,1,物理(1门科目考生必须选考方可报考),46600,
1114,北京工业大学耿丹学院(独立学院),013,机械设计制造及其自动化(机器人技术),4,北京,北京,本科,1,物理(1门科目考生必须选考方可报考),46600,
1114,北京工业大学耿丹学院(独立学院),014,汉语国际教育,4,北京,北京,本科,2,不提科目要求,46600,
1114,北京工业大学耿丹学院(独立学院),015,计算机类,4,北京,北京,本科,2,物理(1门科目考生必须选考方可报考),46600,含计算机科学与技术、物联网工程专业。
1116,北京航空航天大学,001,工科试验班类(信息类),4,北京,北京,本科,40,物理(1门科目考生必须选考方可报考),5500,学院路校区。含电子信息工程、通信工程、电子科学与技术、集成电路设计与集成系统、光电信息科学与工程、电磁场与无线技术、交通运输、自动化、电气工程及其自动化、机器人工程、计算机科学与技术、测控技术与仪器、探测制导与控制技术、遥感科学与技术、软件工程、信息对抗技术、信息安全、人工智能、微电子科学与工程专业。
1116,北京航空航天大学,002,理科试验班类(中法工程师学院),4,北京,北京,本科,6,物理(1门科目考生必须选考方可报考),5500,学院路校区。含信息与计算科学、数学与应用数学、应用物理学、工程力学专业。
1116,北京航空航天大学,003,工科试验班类(航空H航天类),4,北京,北京,本科,34,物理(1门科目考生必须选考方可报考),5500,沙河校区。含材料科学与工程、纳米材料与技术、飞行器动力工程、能源与动力工程、飞行器设计与工程、飞行器环境与生命保障工程、工程力学、机械工程、材料成型及控制工程、飞行器制造工程、微机电系统工程、工业设计、机器人工程、生物医学工程、车辆工程、交通运输、飞行器适航技术、土木工程、飞行器质量与可靠性、安全工程、飞行器控制与信息工程、无人驾驶航空器系统工程、智能制造工程专业。
1116,北京航空航天大学,004,工科试验班类(国际通用工程学院),4,北京,北京,本科,3,物理(1门科目考生必须选考方可报考),5500,学院路校区。含机械工程、航空航天工程专业。
1116,北京航空航天大学,005,理科试验班类(高等理工学院),4,北京,北京,本科,6,物理(1门科目考生必须选考方可报考),5500,学院路校区。含数学与应用数学、信息与计算科学、应用物理学、工程力学、机械工程、生物医学工程、材料科学与工程、纳米材料与技术、自动化、电气工程及其自动化、飞行器动力工程、能源与动力工程、飞行器设计与工程、飞行器环境与生命保障工程、材料成型及控制工程、飞行器制造工程、微机电系统工程、工业设计、车辆工程、交通运输、飞行器适航技术、土木工程、飞行器质量与可靠性、安全工程、探测制导与控制技术、飞行器控制与信息工程、无人驾驶航空器系统工程、光电信息科学与工程、测控技术与仪器、遥感科学与技术、电子信息工程、通信工程、电
1116,北京航空航天大学,006,理科试验班类,4,北京,北京,本科,7,物理(1门科目考生必须选考方可报考),5500,沙河校区。含工程管理、信息管理与信息系统、工业工程、金融学、经济统计学、能源经济、会计学、数学与应用数学、工商管理、信息与计算科学、统计学、应用物理学、核物理、化学、应用化学、空间科学与技术、环境工程、化学生物学、物理学专业。
1117,北京化工大学,001,化工与制药类(中外合作办学)(中法精英工程教育试验班),4,北京,北京,本科,6,"物理,化学(2门科目考生均须选考方可报考)",40000,东/北校区。含高分子材料与工程(中外合作办学)、化学工程与工艺(中外合作办学)、生物工程(中外合作办学)专业。
1117,北京化工大学,002,化学类,4,北京,北京,本科,8,"物理,化学(2门科目考生选考其中一门即可报考)",5000,东/北校区。含应用化学、化学专业。
1117,北京化工大学,003,材料类(先进材料及绿色制造),4,北京,北京,本科,20,"物理,化学(2门科目考生均须选考方可报考)",5000,东/北校区。含材料科学与工程、高分子材料与工程、功能材料专业。
1117,北京化工大学,004,工科试验班(绿色化工与新能源类),4,北京,北京,本科,11,"物理,化学(2门科目考生均须选考方可报考)",5000,东/北校区。含化学工程与工艺(含英才班、卓越班)、能源化学工程专业。
1117,北京化工大学,005,法学,4,北京,北京,本科,3,不提科目要求,5000,东/北校区。
1117,北京化工大学,006,电子科学与技术,4,北京,北京,本科,3,物理(1门科目考生必须选考方可报考),5000,东/北校区。
1117,北京化工大学,007,生物工程类(绿色生物制造与生物安全),4,北京,北京,本科,6,"物理,化学,生物(3门科目考生选考其中一门即可报考)",5000,东/北校区。含生物医学工程、生物工程专业。
1117,北京化工大学,008,数学类,4,北京,北京,本科,3,物理(1门科目考生必须选考方可报考),5000,东/北校区。含金融数学、数学与应用数学、信息与计算科学专业。
1117,北京化工大学,009,制药工程,4,北京,北京,本科,2,"物理,化学,生物(3门科目考生选考其中一门即可报考)",5000,东/北校区。
1117,北京化工大学,010,英语,4,北京,北京,本科,3,不提科目要求,5000,东/北校区。
1117,北京化工大学,011,自动化类,4,北京,北京,本科,9,物理(1门科目考生必须选考方可报考),5000,东/北校区。含测控技术与仪器、电子信息工程、通信工程、自动化专业。
1117,北京化工大学,012,工商管理类,4,北京,北京,本科,4,不提科目要求,5000,东/北校区。含工商管理、会计学、财务管理专业。
1117,北京化工大学,013,工科试验班(高材精英班),4,北京,北京,本科,2,"物理,化学(2门科目考生均须选考方可报考)",5000,东/北校区。含高分子材料与工程专业。
1117,北京化工大学,014,国际经济与贸易,4,北京,北京,本科,2,不提科目要求,5000,东/北校区。
1117,北京化工大学,015,工业设计(中外合作办学)(中意设计双学位),4,北京,北京,本科,3,"物理,化学(2门科目考生均须选考方可报考)",60000,东/北校区。
1117,北京化工大学,016,环境工程,4,北京,北京,本科,4,"物理,化学(2门科目考生均须选考方可报考)",5000,东/北校区。
1117,北京化工大学,017,机械类(高端装备与智能制造、机器人),4,北京,北京,本科,13,"物理,化学(2门科目考生均须选考方可报考)",5000,东/北校区。含机械设计制造及其自动化、过程装备与控制工程、安全工程、机器人工程专业。
1117,北京化工大学,018,计算机类,4,北京,北京,本科,5,物理(1门科目考生必须选考方可报考),5000,东/北校区。含计算机科学与技术、数据科学与大数据技术专业。
1117,北京化工大学,019,机械设计制造及其自动化(中外合作办学)(中美双学位、机器人方向),4,北京,北京,本科,6,"物理,化学(2门科目考生均须选考方可报考)",50000,东/北校区。
1117,北京化工大学,020,生物工程(中外合作办学)(中美双学位、生物过程工程),4,北京,北京,本科,5,"物理,化学,生物(3门科目考生选考其中一门即可报考)",50000,东/北校区。
1117,北京化工大学,021,人工智能,4,北京,北京,本科,2,物理(1门科目考生必须选考方可报考),5000,东/北校区。
1117,北京化工大学,022,公共管理类,4,北京,北京,本科,3,不提科目要求,5000,东/北校区。含公共事业管理、行政管理专业。
1118,北京汇佳职业学院(民办学校),501,物联网应用技术(智能控制),3,北京,北京,高职(专科),5,不提科目要求,19000,
1118,北京汇佳职业学院(民办学校),502,人工智能技术服务(人工智能应用),3,北京,北京,高职(专科),8,不提科目要求,19000,
1118,北京汇佳职业学院(民办学校),503,城市轨道交通通信信号技术(轨道交通信息化),3,北京,北京,高职(专科),13,不提科目要求,19000,
1118,北京汇佳职业学院(民办学校),504,人力资源管理,3,北京,北京,高职(专科),6,不提科目要求,10800,
1118,北京汇佳职业学院(民办学校),505,学前教育(亲子教育),3,北京,北京,高职(专科),5,不提科目要求,18700,
1118,北京汇佳职业学院(民办学校),506,学前教育(托育教育与管理),3,北京,北京,高职(专科),5,不提科目要求,18700,
