院校代码,院校名称,专业代码,专业名称,学制,省,城市,本专科,计划数,选考科目要求,收费标准,备注
0001,浙江大学,006,新闻传播学类,4,浙江,杭州,本科,78,不提科目要求,5300,含新闻学、传播学专业。
0001,浙江大学,007,理科试验班类,4,浙江,杭州,本科,100,物理(1门科目考生必须选考方可报考),5300,含数学与应用数学、信息与计算科学、统计学、心理学、信息管理与信息系统专业。
0001,浙江大学,008,社会科学试验班(竺可桢学院人文社科实验班、智能财务班),4,浙江,杭州,本科,2,不提科目要求,5300,含新闻学、传播学、英语、翻译、德语、法语、西班牙语、日语、俄语、经济学、财政学、金融学、国际经济与贸易、教育学、信息资源管理、会计学、工商管理、社会学、农林经济管理、政治学与行政学、行政管理、劳动与社会保障、土地资源管理、法学专业。
0001,浙江大学,009,外国语言文学类,4,浙江,杭州,本科,54,不提科目要求,5300,含英语、翻译、德语、法语、西班牙语、日语、俄语专业。
0001,浙江大学,011,社会科学试验班,4,浙江,杭州,本科,246,不提科目要求,5300,含经济学、财政学、金融学、国际经济与贸易、教育学、会计学、工商管理、社会学、农林经济管理、信息资源管理、政治学与行政学、行政管理、劳动与社会保障、土地资源管理、法学专业。
0001,浙江大学,012,工科试验班(能源、化工与高分子),4,浙江,杭州,本科,210,物理(1门科目考生必须选考方可报考),6000,含车辆工程、能源与环境系统工程、化学工程与工艺、生物工程、高分子材料与工程专业。
0001,浙江大学,013,理科试验班(生命、环境、化学与地学),4,浙江,杭州,本科,50,"物理,化学(2门科目考生均须选考方可报考)",5300,含生物科学、生态学、环境工程、环境科学、化学、大气科学、地理信息科学、地质学专业。
0001,浙江大学,014,工科试验班(电气与自动化),4,浙江,杭州,本科,119,物理(1门科目考生必须选考方可报考),6900,含电气工程及其自动化、电子信息工程专业。
0001,浙江大学,015,工科试验班(航空航天与过程装备),4,浙江,杭州,本科,47,物理(1门科目考生必须选考方可报考),6000,含工程力学、飞行器设计与工程、过程装备与控制工程专业。
0001,浙江大学,016,工科试验班(建筑与土木),5,浙江,杭州,本科,179,物理(1门科目考生必须选考方可报考),6000,含建筑学、城乡规划、土木、水利与交通工程专业。
0001,浙江大学,017,工科试验班(机械与材料),4,浙江,杭州,本科,179,物理(1门科目考生必须选考方可报考),6000,含机械工程、材料科学与工程专业。
0001,浙江大学,018,工科试验班(信息),4,浙江,杭州,本科,221,物理(1门科目考生必须选考方可报考),6000,含计算机科学与技术、信息安全、软件工程、光电信息科学与工程、电子科学与技术、微电子科学与工程、信息工程、自动化、生物医学工程专业。
0001,浙江大学,019,医学试验班,八年医,浙江,杭州,本科,17,"物理,化学(2门科目考生均须选考方可报考)",6900,含临床医学专业。
0001,浙江大学,020,工科试验班(竺可桢学院图灵班),4,浙江,杭州,本科,3,物理(1门科目考生必须选考方可报考),6900,含计算机科学与技术、信息安全、人工智能专业。
0001,浙江大学,021,科技与创意设计试验班,4,浙江,杭州,本科,41,物理(1门科目考生必须选考方可报考),6900,含工业设计专业。
0003,浙江工业大学(入选“2011计划”高校)(省重点建设高校),002,健行学院实验班,4,浙江,杭州,本科,40,不提科目要求,6000,要求高考投档成绩高出一段线50分(含)以上；二年级起，根据学生意愿在全校范围内(艺术类等专业除外)自主选择专业。
0003,浙江工业大学(入选“2011计划”高校)(省重点建设高校),003,化工与制药类(化学工程类),4,浙江,杭州,本科,153,"物理,化学(2门科目考生选考其中一门即可报考)",6000,含化学工程与工艺、能源化学工程、应用化学、海洋技术(海洋资源工程与环境保护)专业。第一学年在屏峰校区就读，第二学年起在莫干山校区就读。可参加学校与昆士兰大学“2+2”学分互认项目。
0003,浙江工业大学(入选“2011计划”高校)(省重点建设高校),004,安全工程,4,浙江,杭州,本科,9,物理(1门科目考生必须选考方可报考),6000,第一学年在屏峰校区就读，第二学年起在莫干山校区就读。
0003,浙江工业大学(入选“2011计划”高校)(省重点建设高校),005,生物工程类,4,浙江,杭州,本科,61,"物理,化学,生物(3门科目考生选考其中一门即可报考)",6000,含生物工程、生物技术专业。第一学年在屏峰校区就读，第二学年起在莫干山校区就读。
0003,浙江工业大学(入选“2011计划”高校)(省重点建设高校),006,药学类(2011计划创新实验区),4,浙江,杭州,本科,166,"物理,化学,生物(3门科目考生选考其中一门即可报考)",6000,含制药工程、生物制药、药学、中药学、药物制剂、制药工程(2011计划创新实验班)专业。第一学年在屏峰校区就读，第二学年起在莫干山校区就读。
0003,浙江工业大学(入选“2011计划”高校)(省重点建设高校),007,环境科学与工程类,4,浙江,杭州,本科,48,"物理,化学,生物(3门科目考生选考其中一门即可报考)",6000,含环境工程、环境科学专业。第一学年在屏峰校区就读，第二学年起在莫干山校区就读。
0003,浙江工业大学(入选“2011计划”高校)(省重点建设高校),008,材料类,4,浙江,杭州,本科,29,"物理,化学(2门科目考生均须选考方可报考)",6000,含材料科学与工程、高分子材料与工程专业。第一学年在屏峰校区就读，第二学年起在莫干山校区就读。可参加学校与昆士兰大学“2+2”学分互认项目。
0003,浙江工业大学(入选“2011计划”高校)(省重点建设高校),009,食品科学与工程类,4,浙江,杭州,本科,45,"物理,化学,生物(3门科目考生选考其中一门即可报考)",6000,含食品科学与工程、食品质量与安全专业。第一学年在屏峰校区就读，第二学年起在莫干山校区就读。
0003,浙江工业大学(入选“2011计划”高校)(省重点建设高校),010,机械类,4,浙江,杭州,本科,148,物理(1门科目考生必须选考方可报考),6000,含机械工程、过程装备与控制工程、车辆工程、能源与环境系统工程、工业工程、物流工程专业。
0003,浙江工业大学(入选“2011计划”高校)(省重点建设高校),011,机器人工程,4,浙江,杭州,本科,42,物理(1门科目考生必须选考方可报考),6000,
0003,浙江工业大学(入选“2011计划”高校)(省重点建设高校),012,电气类,4,浙江,杭州,本科,58,物理(1门科目考生必须选考方可报考),6000,含电气工程及其自动化、自动化专业。
0003,浙江工业大学(入选“2011计划”高校)(省重点建设高校),013,电子信息类,4,浙江,杭州,本科,81,物理(1门科目考生必须选考方可报考),6000,含电子信息工程、智能科学与技术、通信工程专业。
0003,浙江工业大学(入选“2011计划”高校)(省重点建设高校),014,计算机类,4,浙江,杭州,本科,234,物理(1门科目考生必须选考方可报考),6000,含计算机科学与技术、软件工程、网络工程、数字媒体技术、物联网工程、数据科学与大数据技术专业。
0003,浙江工业大学(入选“2011计划”高校)(省重点建设高校),015,土木类,4,浙江,杭州,本科,58,物理(1门科目考生必须选考方可报考),6900,含土木工程、给排水科学与工程专业。
0003,浙江工业大学(入选“2011计划”高校)(省重点建设高校),016,数学类,4,浙江,杭州,本科,33,物理(1门科目考生必须选考方可报考),5300,含数学与应用数学、信息与计算科学专业。
0003,浙江工业大学(入选“2011计划”高校)(省重点建设高校),017,物理学类(物理与光电信息类),4,浙江,杭州,本科,40,物理(1门科目考生必须选考方可报考),5300,含应用物理学、光电信息科学与工程专业。
0003,浙江工业大学(入选“2011计划”高校)(省重点建设高校),018,工商管理类,4,浙江,杭州,本科,112,"物理,化学,历史(3门科目考生选考其中一门即可报考)",5300,含工商管理、财务管理专业。可参加学校与麦考瑞大学“2+2”学分互认项目。
0003,浙江工业大学(入选“2011计划”高校)(省重点建设高校),019,管理科学与工程类,4,浙江,杭州,本科,32,物理(1门科目考生必须选考方可报考),5300,含信息管理与信息系统、工程管理专业。
0003,浙江工业大学(入选“2011计划”高校)(省重点建设高校),020,经济与贸易类,4,浙江,杭州,本科,114,"物理,化学,历史(3门科目考生选考其中一门即可报考)",5300,含金融学、国际经济与贸易专业。
0003,浙江工业大学(入选“2011计划”高校)(省重点建设高校),021,应用心理学,4,浙江,杭州,本科,22,"物理,化学,生物(3门科目考生选考其中一门即可报考)",5300,
0003,浙江工业大学(入选“2011计划”高校)(省重点建设高校),022,外国语言文学类,4,浙江,杭州,本科,170,不提科目要求,5300,含英语、日语专业。要求高考英语成绩不低于110分。
0003,浙江工业大学(入选“2011计划”高校)(省重点建设高校),025,建筑类,5,浙江,杭州,本科,92,"物理,地理(2门科目考生选考其中一门即可报考)",6900,含建筑学、城乡规划专业。
0003,浙江工业大学(入选“2011计划”高校)(省重点建设高校),026,工业设计,4,浙江,杭州,本科,37,物理(1门科目考生必须选考方可报考),6900,可参加学校与新南威尔士大学“2+2”学分互认项目。
0003,浙江工业大学(入选“2011计划”高校)(省重点建设高校),028,公共管理类,4,浙江,杭州,本科,65,不提科目要求,5300,含公共事业管理、行政管理专业。
0003,浙江工业大学(入选“2011计划”高校)(省重点建设高校),029,软件工程(中外合作办学),4,浙江,杭州,本科,75,物理(1门科目考生必须选考方可报考),25000,要求高考外语成绩不低于100分。
0003,浙江工业大学(入选“2011计划”高校)(省重点建设高校),030,土木工程(中外合作办学),4,浙江,杭州,本科,42,物理(1门科目考生必须选考方可报考),28000,要求高考外语成绩不低于100分。
0004,浙江师范大学(省重点建设高校),001,文科试验班类(师范),4,浙江,金华,本科,26,不提科目要求,5300,含小学教育(师范)、汉语言文学(师范)、汉语国际教育(师范)专业。要求高考外语成绩不低于120分。
0004,浙江师范大学(省重点建设高校),002,理科试验班类(自然科学)(师范),4,浙江,金华,本科,49,物理(1门科目考生必须选考方可报考),5300,含数学与应用数学(师范)、物理学(师范)专业。要求高考外语成绩不低于120分。
0004,浙江师范大学(省重点建设高校),003,理科试验班类(工程技术),4,浙江,金华,本科,30,物理(1门科目考生必须选考方可报考),6000,含电子信息工程、软件工程、材料科学与工程、智能制造工程专业。要求高考外语成绩不低于120分。
0004,浙江师范大学(省重点建设高校),004,工商管理类,4,浙江,金华,本科,138,不提科目要求,5300,含财务管理、电子商务、会计学、工商管理、旅游管理专业。
0004,浙江师范大学(省重点建设高校),005,经济与贸易类,4,浙江,金华,本科,76,不提科目要求,5300,含金融学、国际经济与贸易专业。
0004,浙江师范大学(省重点建设高校),008,小学教育(师范),4,浙江,金华,本科,36,不提科目要求,6095,
0004,浙江师范大学(省重点建设高校),009,教育技术学(师范),4,浙江,金华,本科,30,"物理,化学,技术(3门科目考生选考其中一门即可报考)",5300,
0004,浙江师范大学(省重点建设高校),010,应用心理学(师范),4,浙江,金华,本科,35,"物理,生物,思想政治(3门科目考生选考其中一门即可报考)",5300,
0004,浙江师范大学(省重点建设高校),011,学前教育(师范),4,浙江,金华,本科,94,不提科目要求,6095,杭州校区。
0004,浙江师范大学(省重点建设高校),013,汉语言文学(师范),4,浙江,金华,本科,76,不提科目要求,6095,
0004,浙江师范大学(省重点建设高校),015,外国语言文学类,4,浙江,金华,本科,159,不提科目要求,5300,含英语(师范)、翻译、日语专业。要求高考外语成绩不低于120分。
0004,浙江师范大学(省重点建设高校),016,法语,4,浙江,金华,本科,20,不提科目要求,5300,要求高考外语成绩不低于115分。
0004,浙江师范大学(省重点建设高校),021,文化产业管理,4,浙江,金华,本科,12,不提科目要求,5300,
0004,浙江师范大学(省重点建设高校),024,数学类,4,浙江,金华,本科,94,物理(1门科目考生必须选考方可报考),5300,含数学与应用数学(师范)、信息与计算科学(数据科学及其应用)专业。
0004,浙江师范大学(省重点建设高校),025,计算机类,4,浙江,金华,本科,99,物理(1门科目考生必须选考方可报考),6000,含计算机科学与技术(师范)、计算机科学与技术、智能科学与技术、软件工程专业。
0004,浙江师范大学(省重点建设高校),026,软件工程(中外合作办学),4,浙江,金华,本科,42,物理(1门科目考生必须选考方可报考),23000,与英国伍斯特大学合作，部分课程英文授课。要求高考外语成绩不低于90分。
0004,浙江师范大学(省重点建设高校),027,物理学类,4,浙江,金华,本科,100,物理(1门科目考生必须选考方可报考),6000,含物理学(师范)、材料科学与工程、光电信息科学与工程专业。
0004,浙江师范大学(省重点建设高校),028,电子信息类,4,浙江,金华,本科,51,物理(1门科目考生必须选考方可报考),6000,含电子信息工程、通信工程专业。
0004,浙江师范大学(省重点建设高校),029,生物科学类,4,浙江,金华,本科,111,"物理,化学,生物(3门科目考生选考其中一门即可报考)",5300,含生物科学(师范)、科学教育(师范)、生物技术(制药)专业。
0004,浙江师范大学(省重点建设高校),030,化学类,4,浙江,金华,本科,84,"物理,化学(2门科目考生选考其中一门即可报考)",5300,含化学(师范)、应用化学(制药)专业。
0004,浙江师范大学(省重点建设高校),031,地理科学(师范),4,浙江,金华,本科,25,"物理,化学,地理(3门科目考生选考其中一门即可报考)",5300,
0004,浙江师范大学(省重点建设高校),032,环境科学与工程,4,浙江,金华,本科,25,"化学,生物(2门科目考生选考其中一门即可报考)",6000,
0004,浙江师范大学(省重点建设高校),033,城乡规划,5,浙江,金华,本科,30,"物理,历史,地理(3门科目考生选考其中一门即可报考)",6000,
0004,浙江师范大学(省重点建设高校),034,机械类,4,浙江,金华,本科,91,物理(1门科目考生必须选考方可报考),6000,含智能制造工程、机器人工程、工业设计专业。
0004,浙江师范大学(省重点建设高校),035,交通运输(现代轨道与智慧交通),4,浙江,金华,本科,54,"物理,化学,技术(3门科目考生选考其中一门即可报考)",6000,
0004,浙江师范大学(省重点建设高校),036,汉语国际教育(师范),4,浙江,金华,本科,52,不提科目要求,5300,要求高考外语成绩不低于110分。
0005,宁波大学(省重点建设高校),003,海洋药学,4,浙江,宁波,本科,12,"物理,化学,生物(3门科目考生选考其中一门即可报考)",6000,梅山校区。
0005,宁波大学(省重点建设高校),004,生物科学类,4,浙江,宁波,本科,31,"物理,化学,生物(3门科目考生选考其中一门即可报考)",5300,梅山校区。含生物技术、水产养殖学专业。
0005,宁波大学(省重点建设高校),005,食品科学与工程,4,浙江,宁波,本科,33,"物理,化学,生物(3门科目考生选考其中一门即可报考)",6000,梅山校区。
0005,宁波大学(省重点建设高校),006,计算机科学与技术,4,浙江,宁波,本科,44,物理(1门科目考生必须选考方可报考),6000,
0005,宁波大学(省重点建设高校),007,人文地理与城乡规划(中外合作办学)(中法合作),4,浙江,宁波,本科,15,"物理,地理(2门科目考生选考其中一门即可报考)",28800,植物园校区，符合条件者第四学年赴法国昂热大学留学，可获中法双文凭，法方不另收学费。
0005,宁波大学(省重点建设高校),008,数学与应用数学(中外合作办学)(中美合作精算科学与风险管理),4,浙江,宁波,本科,15,物理(1门科目考生必须选考方可报考),28800,可选赴美国中田纳西州立大学交换留学1年，获美国精算科学学士学位。
0005,宁波大学(省重点建设高校),009,旅游管理(中外合作办学)(中法合作),4,浙江,宁波,本科,25,不提科目要求,28800,植物园校区，符合条件者第四学年赴法国昂热大学留学，可获中法双文凭，法方不另收学费。
0005,宁波大学(省重点建设高校),010,材料类,4,浙江,宁波,本科,40,化学(1门科目考生必须选考方可报考),5300,含材料科学与工程、化学专业。
0005,宁波大学(省重点建设高校),011,经济学类,4,浙江,宁波,本科,179,不提科目要求,5300,含经济学、金融学、金融工程、国际经济与贸易专业。
0005,宁波大学(省重点建设高校),012,工商管理类,4,浙江,宁波,本科,174,不提科目要求,6000,含工商管理、会计学、会计学(ACCA)、会计学(CPACanada)专业。
0005,宁波大学(省重点建设高校),014,工商管理(中加学分互认),4,浙江,宁波,本科,32,不提科目要求,6000,"要求高考外语成绩不低于110分,前两年在宁大学习期间，按一般专业缴纳学费；后两年在加拿大学习期间,除缴纳宁大学费外，还需按对方学校收费标准缴纳学费。"
0005,宁波大学(省重点建设高校),015,国际经济与贸易(全英文班),4,浙江,宁波,本科,28,不提科目要求,6000,
0005,宁波大学(省重点建设高校),016,法学类,4,浙江,宁波,本科,141,不提科目要求,6000,含法学、法学(英语特色班)专业。
0005,宁波大学(省重点建设高校),017,信息管理与信息系统,4,浙江,宁波,本科,12,物理(1门科目考生必须选考方可报考),5300,
0005,宁波大学(省重点建设高校),018,金融学(全英文班),4,浙江,宁波,本科,28,不提科目要求,6000,
0005,宁波大学(省重点建设高校),019,新闻传播学类,4,浙江,宁波,本科,61,不提科目要求,5300,含新闻学、广告学、汉语言文学专业。
0005,宁波大学(省重点建设高校),021,英语,4,浙江,宁波,本科,134,不提科目要求,6000,要求高考外语成绩不低于115分。
0005,宁波大学(省重点建设高校),022,日语,4,浙江,宁波,本科,46,不提科目要求,5300,要求高考外语成绩不低于115分。
0005,宁波大学(省重点建设高校),023,德语,4,浙江,宁波,本科,42,不提科目要求,5300,要求高考外语成绩不低于115分。
0005,宁波大学(省重点建设高校),024,土木类,4,浙江,宁波,本科,79,物理(1门科目考生必须选考方可报考),6000,含土木工程、环境工程专业。
0005,宁波大学(省重点建设高校),025,电子信息类,4,浙江,宁波,本科,151,物理(1门科目考生必须选考方可报考),6000,含通信工程、电子信息科学与技术、光电信息科学与工程、电气工程及其自动化专业。
0005,宁波大学(省重点建设高校),026,机械类,4,浙江,宁波,本科,52,物理(1门科目考生必须选考方可报考),5300,含机械设计制造及其自动化、工业工程、车辆工程专业。
0005,宁波大学(省重点建设高校),027,建筑学,5,浙江,宁波,本科,30,物理(1门科目考生必须选考方可报考),6000,
0005,宁波大学(省重点建设高校),028,英语(师范),4,浙江,宁波,本科,19,不提科目要求,6000,要求高考外语成绩不低于115分。
0005,宁波大学(省重点建设高校),029,数学类,4,浙江,宁波,本科,17,物理(1门科目考生必须选考方可报考),5300,含数学与应用数学、数学与应用数学(师范)专业。
0005,宁波大学(省重点建设高校),030,预防医学,5,浙江,宁波,本科,37,"物理,化学,生物(3门科目考生选考其中一门即可报考)",6000,
0005,宁波大学(省重点建设高校),031,临床医学,5,浙江,宁波,本科,165,"物理,化学(2门科目考生均须选考方可报考)",6900,
0005,宁波大学(省重点建设高校),032,物流管理,4,浙江,宁波,本科,66,不提科目要求,6000,梅山校区。
0005,宁波大学(省重点建设高校),033,物理学类,4,浙江,宁波,本科,26,物理(1门科目考生必须选考方可报考),5300,含物理学、微电子科学与工程专业。
0005,宁波大学(省重点建设高校),034,化学工程与工艺,4,浙江,宁波,本科,10,"物理,化学(2门科目考生选考其中一门即可报考)",6000,
0005,宁波大学(省重点建设高校),035,汉语言文学(师范),4,浙江,宁波,本科,26,不提科目要求,5300,
0005,宁波大学(省重点建设高校),036,阳明创新班(理工),4,浙江,宁波,本科,20,物理(1门科目考生必须选考方可报考),5300,要求高考数学成绩不低于120分，可在大理专业中自主选择专业(艺术、体育、中外合作类专业除外)。
0005,宁波大学(省重点建设高校),037,阳明创新班(人文),4,浙江,宁波,本科,10,不提科目要求,5300,要求高考外语成绩不低于120分，可在大文专业中自主选择专业(艺术、体育、中外合作类专业除外)。
0005,宁波大学(省重点建设高校),038,英语(小学师资)(师范),4,浙江,宁波,本科,25,不提科目要求,6000,要求高考外语成绩不低于110分。
0005,宁波大学(省重点建设高校),039,机械设计制造及其自动化(国际贸易班),4,浙江,宁波,本科,48,物理(1门科目考生必须选考方可报考),6900,
0005,宁波大学(省重点建设高校),040,工业设计,4,浙江,宁波,本科,20,物理(1门科目考生必须选考方可报考),6000,
0005,宁波大学(省重点建设高校),041,行政管理,4,浙江,宁波,本科,30,不提科目要求,5300,
0005,宁波大学(省重点建设高校),042,应用心理学,4,浙江,宁波,本科,33,不提科目要求,5300,
0005,宁波大学(省重点建设高校),043,通信工程(拔尖人才创新班),4,浙江,宁波,本科,15,物理(1门科目考生必须选考方可报考),6900,
0006,杭州电子科技大学(省重点建设高校),001,智能制造工程,4,浙江,杭州,本科,20,物理(1门科目考生必须选考方可报考),6000,
0006,杭州电子科技大学(省重点建设高校),002,会计学,4,浙江,杭州,本科,126,不提科目要求,6095,
0006,杭州电子科技大学(省重点建设高校),003,审计学,4,浙江,杭州,本科,26,不提科目要求,6095,
0006,杭州电子科技大学(省重点建设高校),004,工商管理类,4,浙江,杭州,本科,105,不提科目要求,5300,含工商管理、人力资源管理专业。
0006,杭州电子科技大学(省重点建设高校),005,管理科学与工程类,4,浙江,杭州,本科,30,物理(1门科目考生必须选考方可报考),5300,含信息管理与信息系统、保密管理专业。
0006,杭州电子科技大学(省重点建设高校),006,环境工程,4,浙江,杭州,本科,20,"物理,化学,生物(3门科目考生选考其中一门即可报考)",6000,
0006,杭州电子科技大学(省重点建设高校),007,财务管理,4,浙江,杭州,本科,26,不提科目要求,6095,
0006,杭州电子科技大学(省重点建设高校),008,经管类实验班,4,浙江,杭州,本科,20,不提科目要求,5300,含会计学等专业，详见招生章程。
0006,杭州电子科技大学(省重点建设高校),009,经济学类,4,浙江,杭州,本科,165,不提科目要求,5300,含国际经济与贸易、金融学、经济学专业。
0006,杭州电子科技大学(省重点建设高校),010,英语,4,浙江,杭州,本科,95,不提科目要求,5300,
0006,杭州电子科技大学(省重点建设高校),011,法学,4,浙江,杭州,本科,61,不提科目要求,5300,
0006,杭州电子科技大学(省重点建设高校),012,电子信息类,4,浙江,杭州,本科,161,物理(1门科目考生必须选考方可报考),6000,含电子信息工程、电子科学与技术、集成电路设计与集成系统、电子信息科学与技术专业。
0006,杭州电子科技大学(省重点建设高校),013,统计学,4,浙江,杭州,本科,59,"物理,化学,生物(3门科目考生选考其中一门即可报考)",5300,
0006,杭州电子科技大学(省重点建设高校),014,电气工程及其自动化,4,浙江,杭州,本科,75,物理(1门科目考生必须选考方可报考),6000,
0006,杭州电子科技大学(省重点建设高校),015,数字媒体技术,4,浙江,杭州,本科,35,物理(1门科目考生必须选考方可报考),6000,
0006,杭州电子科技大学(省重点建设高校),016,计算机类,4,浙江,杭州,本科,130,物理(1门科目考生必须选考方可报考),6900,含计算机科学与技术、软件工程专业。
0006,杭州电子科技大学(省重点建设高校),017,理工类实验班,4,浙江,杭州,本科,30,物理(1门科目考生必须选考方可报考),6000,含计算机科学与技术等专业，详见招生章程。
0006,杭州电子科技大学(省重点建设高校),018,通信工程,4,浙江,杭州,本科,110,物理(1门科目考生必须选考方可报考),6900,
0006,杭州电子科技大学(省重点建设高校),019,智能科学与技术,4,浙江,杭州,本科,64,物理(1门科目考生必须选考方可报考),6000,
0006,杭州电子科技大学(省重点建设高校),020,自动化(中外合作办学),4,浙江,杭州,本科,40,物理(1门科目考生必须选考方可报考),28000,与俄罗斯圣光机大学合作办学，中英文授课。
0006,杭州电子科技大学(省重点建设高校),021,网络空间安全,4,浙江,杭州,本科,40,物理(1门科目考生必须选考方可报考),6000,
0006,杭州电子科技大学(省重点建设高校),022,计算机科学与技术(中外合作办学),4,浙江,杭州,本科,50,物理(1门科目考生必须选考方可报考),28000,与俄罗斯圣光机大学合作办学，中英文授课，学生在中方完成4年学业后，可获中俄双方证书。
0007,浙江工商大学(省重点建设高校),001,新闻传播学类,4,浙江,杭州,本科,47,不提科目要求,5300,含广告学、新闻学、网络与新媒体专业。
0007,浙江工商大学(省重点建设高校),002,电子商务类,4,浙江,杭州,本科,163,物理(1门科目考生必须选考方可报考),5300,含电子商务、信息管理与信息系统、物流管理专业。
0007,浙江工商大学(省重点建设高校),003,给排水科学与工程,4,浙江,杭州,本科,4,物理(1门科目考生必须选考方可报考),6000,
0007,浙江工商大学(省重点建设高校),004,经济统计学,4,浙江,杭州,本科,38,不提科目要求,5300,
0007,浙江工商大学(省重点建设高校),005,环境科学与工程类,4,浙江,杭州,本科,88,"物理,化学,生物(3门科目考生选考其中一门即可报考)",6000,含环境科学、环境工程专业。
0007,浙江工商大学(省重点建设高校),006,公共管理类,4,浙江,杭州,本科,135,不提科目要求,5300,含行政管理、土地资源管理、文化产业管理专业。
0007,浙江工商大学(省重点建设高校),007,旅游管理类,4,浙江,杭州,本科,57,不提科目要求,5300,含旅游管理、酒店管理专业。
0007,浙江工商大学(省重点建设高校),008,金融学类,4,浙江,杭州,本科,131,不提科目要求,6095,含金融学、投资学、金融工程专业。
0007,浙江工商大学(省重点建设高校),009,法学类,4,浙江,杭州,本科,125,不提科目要求,6095,含法学、知识产权专业。
0007,浙江工商大学(省重点建设高校),010,日语,4,浙江,杭州,本科,42,不提科目要求,5300,
0007,浙江工商大学(省重点建设高校),011,保险学,4,浙江,杭州,本科,11,不提科目要求,5300,
0007,浙江工商大学(省重点建设高校),012,阿拉伯语,4,浙江,杭州,本科,11,不提科目要求,5300,
0007,浙江工商大学(省重点建设高校),013,法语,4,浙江,杭州,本科,11,不提科目要求,5300,
0007,浙江工商大学(省重点建设高校),014,汉语言文学,4,浙江,杭州,本科,13,不提科目要求,5300,
0007,浙江工商大学(省重点建设高校),015,数学类,4,浙江,杭州,本科,53,物理(1门科目考生必须选考方可报考),5300,含数学与应用数学、数据科学与大数据技术专业。
0007,浙江工商大学(省重点建设高校),017,社会工作,4,浙江,杭州,本科,15,不提科目要求,5300,
0007,浙江工商大学(省重点建设高校),018,哲学,4,浙江,杭州,本科,10,不提科目要求,5300,
0007,浙江工商大学(省重点建设高校),019,电子信息类,4,浙江,杭州,本科,57,物理(1门科目考生必须选考方可报考),6000,含电子信息工程、通信工程专业。
0007,浙江工商大学(省重点建设高校),020,计算机类,4,浙江,杭州,本科,101,物理(1门科目考生必须选考方可报考),6000,含计算机科学与技术、软件工程、信息安全专业。
0007,浙江工商大学(省重点建设高校),021,城乡规划,4,浙江,杭州,本科,31,"物理,地理,技术(3门科目考生选考其中一门即可报考)",6000,
0007,浙江工商大学(省重点建设高校),022,外国语言文学类,4,浙江,杭州,本科,119,不提科目要求,5300,含英语、商务英语专业。
0007,浙江工商大学(省重点建设高校),023,应用统计学,4,浙江,杭州,本科,25,"物理,生物,技术(3门科目考生选考其中一门即可报考)",5300,
0007,浙江工商大学(省重点建设高校),024,经济学类,4,浙江,杭州,本科,178,不提科目要求,5300,含经济学、国际经济与贸易专业。
0007,浙江工商大学(省重点建设高校),025,食品科学与工程类,4,浙江,杭州,本科,102,"物理,化学,生物(3门科目考生选考其中一门即可报考)",6000,含食品科学与工程、食品质量与安全专业。
0007,浙江工商大学(省重点建设高校),026,会计学,4,浙江,杭州,本科,169,不提科目要求,6095,含(会计学、财务管理、审计学、会计学ACCA专业)。
0007,浙江工商大学(省重点建设高校),027,生物工程,4,浙江,杭州,本科,42,"物理,化学,生物(3门科目考生选考其中一门即可报考)",6000,
0007,浙江工商大学(省重点建设高校),028,物联网工程,4,浙江,杭州,本科,4,物理(1门科目考生必须选考方可报考),6000,
0007,浙江工商大学(省重点建设高校),029,电子信息工程(中外合作办学),4,浙江,杭州,本科,70,物理(1门科目考生必须选考方可报考),28800,
0007,浙江工商大学(省重点建设高校),030,通信工程(中外合作办学),4,浙江,杭州,本科,70,物理(1门科目考生必须选考方可报考),28800,
0007,浙江工商大学(省重点建设高校),031,工商管理类,4,浙江,杭州,本科,187,不提科目要求,6095,含工商管理、市场营销、人力资源管理、国际商务专业。
0007,浙江工商大学(省重点建设高校),032,金融学(小微、普惠金融人才),4,浙江,杭州,本科,100,不提科目要求,18000,
0008,浙江理工大学(省重点建设高校),002,材料类,4,浙江,杭州,本科,57,化学(1门科目考生必须选考方可报考),6000,下沙校区。含材料科学与工程、高分子材料与工程专业。
0008,浙江理工大学(省重点建设高校),003,服装设计与工程(中外合作办学),4,浙江,杭州,本科,30,"物理,化学,技术(3门科目考生选考其中一门即可报考)",23000,下沙校区。要求高考外语成绩不低于105分。
0008,浙江理工大学(省重点建设高校),004,启新卓越实验班,4,浙江,杭州,本科,30,不提科目要求,6000,下沙校区。
0008,浙江理工大学(省重点建设高校),005,化学类,4,浙江,杭州,本科,47,"物理,化学(2门科目考生选考其中一门即可报考)",5300,下沙校区。含应用化学、材料化学专业。
0008,浙江理工大学(省重点建设高校),006,数学类(按数理类培养),4,浙江,杭州,本科,38,物理(1门科目考生必须选考方可报考),5300,下沙校区。含数学与应用数学、应用物理学、信息与计算科学专业。
0008,浙江理工大学(省重点建设高校),007,工业设计,4,浙江,杭州,本科,7,物理(1门科目考生必须选考方可报考),6000,下沙校区。
0008,浙江理工大学(省重点建设高校),008,外国语言文学类,4,浙江,杭州,本科,81,不提科目要求,5300,下沙校区。含英语、日语专业。
0008,浙江理工大学(省重点建设高校),009,新闻传播学类,4,浙江,杭州,本科,50,不提科目要求,5300,下沙校区。含传播学、汉语言文学专业。
0008,浙江理工大学(省重点建设高校),010,法学类,4,浙江,杭州,本科,55,不提科目要求,5300,下沙校区。含法学、社会工作专业。
